mouse_ensembl_gene,times_equal_or_more_extreme,p,mouse_symbol,q,aPD1_H_21,aPD1_S_69,aPD1_90,untreated_H_79,untreated_S_27,untreated_106
ENSMUSG00000021143,1000000,1.0,Pacs2,1.0,0,0,0,0,0,0
ENSMUSG00000021144,718556,0.7185562814437185,Mta1,1.0,0,1,1,0,0,0
ENSMUSG00000021147,1000000,1.0,Wdr37,1.0,0,0,0,0,0,0
ENSMUSG00000021149,1000000,1.0,Gtpbp4,1.0,0,0,0,0,0,0
ENSMUSG00000021156,1000000,1.0,Zmynd11,1.0,0,0,0,0,0,0
ENSMUSG00000021171,718351,0.7183512816487183,Esyt2,1.0,0,1,1,0,0,0
ENSMUSG00000021175,718352,0.7183522816477184,Cdca7l,1.0,0,1,1,0,0,0
ENSMUSG00000021176,1000000,1.0,Efcab11,1.0,0,0,0,0,0,0
ENSMUSG00000021177,1000000,1.0,Tdp1,1.0,0,0,0,0,0,0
ENSMUSG00000021178,1000000,1.0,Psmc1,1.0,0,0,0,0,0,0
ENSMUSG00000021179,1000000,1.0,Nrde2,1.0,0,0,0,0,0,0
ENSMUSG00000021180,1000000,1.0,Rps6ka5,1.0,0,1,1,0,2,2
ENSMUSG00000021182,1000000,1.0,Ccdc88c,1.0,0,0,0,0,0,0
ENSMUSG00000021185,1000000,1.0,Dglucy,1.0,0,0,0,0,0,0
ENSMUSG00000021186,1000000,1.0,Fbln5,1.0,0,0,0,0,0,0
ENSMUSG00000021187,718793,0.7187932812067188,Tc2n,1.0,0,1,1,0,0,0
ENSMUSG00000021188,1000000,1.0,Trip11,1.0,0,0,0,0,0,0
ENSMUSG00000021189,1000000,1.0,Atxn3,1.0,0,0,0,0,0,0
ENSMUSG00000021190,1000000,1.0,Lgmn,1.0,0,0,0,0,0,0
ENSMUSG00000021192,1000000,1.0,Golga5,1.0,0,0,0,1,0,1
ENSMUSG00000021193,1000000,1.0,Pitrm1,1.0,0,0,0,0,0,0
ENSMUSG00000021194,1000000,1.0,Chga,1.0,0,0,0,0,0,0
ENSMUSG00000021196,1000000,1.0,Pfkp,1.0,0,0,0,0,0,0
ENSMUSG00000021198,718669,0.7186692813307187,Unc79,1.0,0,1,1,0,0,0
ENSMUSG00000021200,1000000,1.0,Asb2,1.0,0,0,0,0,0,0
ENSMUSG00000021203,1000000,1.0,Otub2,1.0,0,0,0,0,0,0
ENSMUSG00000021209,1000000,1.0,Ppp4r4,1.0,0,0,0,0,0,0
ENSMUSG00000021210,1000000,1.0,Akr1c6,1.0,0,0,0,0,0,0
ENSMUSG00000021215,1000000,1.0,Net1,1.0,0,0,0,0,0,0
ENSMUSG00000021216,1000000,1.0,Tubal3,1.0,0,0,0,0,0,0
ENSMUSG00000021217,1000000,1.0,Tshz3,1.0,0,0,0,0,0,0
ENSMUSG00000021218,1000000,1.0,Gdi2,1.0,0,0,0,0,0,0
ENSMUSG00000021219,1000000,1.0,Rgs6,1.0,0,0,0,0,0,0
ENSMUSG00000021221,1000000,1.0,Dpf3,1.0,0,0,0,1,0,1
ENSMUSG00000021222,1000000,1.0,Dcaf4,1.0,0,0,0,0,0,0
ENSMUSG00000021223,1000000,1.0,Papln,1.0,0,0,0,0,0,0
ENSMUSG00000021224,108230,0.10823089176910823,Numb,1.0,1,2,3,0,0,0
ENSMUSG00000021228,1000000,1.0,Acot3,1.0,0,0,0,0,0,0
ENSMUSG00000021234,1000000,1.0,Fam161b,1.0,0,0,0,0,0,0
ENSMUSG00000021235,1000000,1.0,Coq6,1.0,0,0,0,0,0,0
ENSMUSG00000021236,1000000,1.0,Entpd5,1.0,0,0,0,0,0,0
ENSMUSG00000021238,1000000,1.0,Aldh6a1,1.0,0,0,0,0,0,0
ENSMUSG00000021239,1000000,1.0,Vsx2,1.0,0,0,0,0,0,0
ENSMUSG00000021240,1000000,1.0,Abcd4,1.0,0,0,0,0,0,0
ENSMUSG00000021241,1000000,1.0,Isca2,1.0,0,0,0,0,0,0
ENSMUSG00000021242,1000000,1.0,Npc2,1.0,0,0,0,0,0,0
ENSMUSG00000021243,1000000,1.0,Fcf1,1.0,0,0,0,0,0,0
ENSMUSG00000021244,1000000,1.0,Ylpm1,1.0,0,0,0,0,0,0
ENSMUSG00000021245,1000000,1.0,Mlh3,1.0,0,0,0,0,0,0
ENSMUSG00000021248,719704,0.7197042802957198,Tmed10,1.0,0,1,1,0,0,0
ENSMUSG00000021250,1000000,1.0,Fos,1.0,0,0,0,0,0,0
ENSMUSG00000021252,1000000,1.0,Erg28,1.0,0,0,0,0,0,0
ENSMUSG00000021253,1000000,1.0,Tgfb3,1.0,0,0,0,0,0,0
ENSMUSG00000021254,1000000,1.0,Gpatch2l,1.0,0,0,0,0,0,0
ENSMUSG00000021255,1000000,1.0,Esrrb,1.0,0,0,0,0,0,0
ENSMUSG00000021256,1000000,1.0,Vash1,1.0,0,0,0,0,0,0
ENSMUSG00000021257,1000000,1.0,Angel1,1.0,0,0,0,0,0,0
ENSMUSG00000021258,1000000,1.0,Ccnk,1.0,0,0,0,0,0,0
ENSMUSG00000021259,1000000,1.0,Cyp46a1,1.0,0,0,0,0,0,0
ENSMUSG00000021260,1000000,1.0,Hhipl1,1.0,0,0,0,1,0,1
ENSMUSG00000021262,1000000,1.0,Evl,1.0,0,0,0,0,0,0
ENSMUSG00000021263,1000000,1.0,Degs2,1.0,0,0,0,0,0,0
ENSMUSG00000021264,1000000,1.0,Yy1,1.0,0,0,0,1,0,1
ENSMUSG00000021265,1000000,1.0,Slc25a29,1.0,0,0,0,0,0,0
ENSMUSG00000021266,515082,0.5150824849175151,Wars,1.0,0,2,2,0,0,0
ENSMUSG00000021270,1000000,1.0,Hsp90aa1,1.0,0,0,0,0,0,0
ENSMUSG00000021271,1000000,1.0,Zfp839,1.0,0,0,0,0,0,0
ENSMUSG00000021273,1000000,1.0,Fdft1,1.0,0,0,0,0,0,0
ENSMUSG00000021275,209677,0.20967779032220968,Tecpr2,1.0,1,0,1,0,0,0
ENSMUSG00000021276,718952,0.7189522810477189,Cinp,1.0,0,1,1,0,0,0
ENSMUSG00000021277,1000000,1.0,Traf3,1.0,0,0,0,0,0,0
ENSMUSG00000021278,1000000,1.0,Amn,1.0,0,0,0,0,0,0
ENSMUSG00000021279,1000000,1.0,Cdc42bpb,1.0,0,0,0,0,0,0
ENSMUSG00000021280,1000000,1.0,Exoc3l4,1.0,0,0,0,0,0,0
ENSMUSG00000021281,1000000,1.0,Tnfaip2,1.0,0,0,0,0,0,0
ENSMUSG00000021282,1000000,1.0,Eif5,1.0,0,0,0,0,0,0
ENSMUSG00000021285,373063,0.37306362693637307,Ppp1r13b,1.0,0,0,0,1,1,2
ENSMUSG00000021286,1000000,1.0,Zfyve21,1.0,0,0,0,0,0,0
ENSMUSG00000021287,1000000,1.0,Xrcc3,1.0,0,0,0,0,0,0
ENSMUSG00000021288,1000000,1.0,Klc1,1.0,0,0,0,0,0,0
ENSMUSG00000021290,1000000,1.0,Atp5mpl,1.0,0,0,0,0,0,0
ENSMUSG00000021294,1000000,1.0,Kif26a,1.0,0,0,0,0,0,0
ENSMUSG00000021298,1000000,1.0,Gpr132,1.0,0,0,0,0,0,0
ENSMUSG00000021301,1000000,1.0,Hecw1,1.0,0,0,0,1,0,1
ENSMUSG00000021302,1000000,1.0,Ggps1,1.0,0,0,0,0,0,0
ENSMUSG00000021303,718793,0.7187932812067188,Gng4,1.0,0,1,1,0,0,0
ENSMUSG00000021306,1000000,1.0,Gpr137b,1.0,0,0,0,0,0,0
ENSMUSG00000021311,209562,0.20956279043720957,Mtr,1.0,1,0,1,0,0,0
ENSMUSG00000021313,1000000,1.0,Ryr2,1.0,0,0,0,0,0,0
ENSMUSG00000021314,1000000,1.0,Amph,1.0,0,0,0,0,0,0
ENSMUSG00000021318,1000000,1.0,Gli3,1.0,0,1,1,1,0,1
ENSMUSG00000021319,1000000,1.0,Sfrp4,1.0,0,0,0,0,0,0
ENSMUSG00000021322,719334,0.7193342806657194,Aoah,1.0,0,1,1,0,0,0
ENSMUSG00000021326,1000000,1.0,Trim27,1.0,0,0,0,0,0,0
ENSMUSG00000021327,718444,0.7184442815557185,Zkscan3,1.0,0,1,1,0,0,0
ENSMUSG00000021335,1000000,1.0,Slc17a1,1.0,0,0,0,0,0,0
ENSMUSG00000021336,1000000,1.0,Slc17a4,1.0,0,0,0,0,0,0
ENSMUSG00000021337,1000000,1.0,Scgn,1.0,0,0,0,0,0,0
ENSMUSG00000021338,1000000,1.0,Carmil1,1.0,1,0,1,1,1,2
ENSMUSG00000021339,718670,0.7186702813297187,Mrs2,1.0,0,1,1,0,0,0
ENSMUSG00000021340,1000000,1.0,Gpld1,1.0,0,0,0,0,0,0
ENSMUSG00000021342,1000000,1.0,Prl,1.0,0,0,0,0,0,0
ENSMUSG00000021356,1000000,1.0,Irf4,1.0,0,0,0,0,0,0
ENSMUSG00000021357,1000000,1.0,Exoc2,1.0,0,0,0,0,0,0
ENSMUSG00000021359,1000000,1.0,Tfap2a,1.0,0,0,0,0,0,0
ENSMUSG00000021360,1000000,1.0,Gcnt2,1.0,0,0,0,1,0,1
ENSMUSG00000021361,1000000,1.0,Tmem14c,1.0,0,0,0,0,0,0
ENSMUSG00000021362,1000000,1.0,Gcm2,1.0,0,0,0,0,0,0
ENSMUSG00000021363,1000000,1.0,Mak,1.0,0,0,0,0,0,0
ENSMUSG00000021364,1000000,1.0,Elovl2,1.0,0,0,0,0,0,0
ENSMUSG00000021365,514740,0.5147404852595148,Nedd9,1.0,0,2,2,0,0,0
ENSMUSG00000021366,1000000,1.0,Hivep1,1.0,0,0,0,0,0,0
ENSMUSG00000021367,1000000,1.0,Edn1,1.0,0,0,0,0,0,0
ENSMUSG00000021368,1000000,1.0,Tbc1d7,1.0,0,0,0,0,0,0
ENSMUSG00000021371,1000000,1.0,Mcur1,1.0,0,0,0,0,0,0
ENSMUSG00000021373,1000000,1.0,Cap2,1.0,0,0,0,0,0,0
ENSMUSG00000021374,1000000,1.0,Nup153,1.0,0,0,0,0,0,0
ENSMUSG00000021375,1000000,1.0,Kif13a,1.0,0,0,0,0,0,0
ENSMUSG00000021376,1000000,1.0,Tpmt,1.0,0,0,0,0,0,0
ENSMUSG00000021377,514664,0.5146644853355147,Dek,1.0,0,2,2,0,0,0
ENSMUSG00000021379,1000000,1.0,Id4,1.0,0,0,0,0,0,0
ENSMUSG00000021381,1000000,1.0,Barx1,1.0,0,0,0,0,0,0
ENSMUSG00000021384,1000000,1.0,Susd3,1.0,0,0,0,0,0,0
ENSMUSG00000021385,1000000,1.0,Ippk,1.0,0,0,0,0,0,0
ENSMUSG00000021388,1000000,1.0,Aspn,1.0,0,0,0,0,0,0
ENSMUSG00000021390,719151,0.7191512808487192,Ogn,1.0,0,1,1,0,0,0
ENSMUSG00000021391,1000000,1.0,Cenpp,1.0,0,0,0,0,1,1
ENSMUSG00000021392,1000000,1.0,Nol8,1.0,0,0,0,0,0,0
ENSMUSG00000021395,1000000,1.0,Spin1,1.0,0,0,0,0,0,0
ENSMUSG00000021396,1000000,1.0,Nxnl2,1.0,0,0,0,0,0,0
ENSMUSG00000021400,1000000,1.0,Wrnip1,1.0,0,0,0,0,0,0
ENSMUSG00000021408,1000000,1.0,Ripk1,1.0,0,0,0,0,0,0
ENSMUSG00000021411,1000000,1.0,Pxdc1,1.0,0,0,0,0,0,0
ENSMUSG00000021413,1000000,1.0,Prpf4b,1.0,0,0,0,0,0,0
ENSMUSG00000021414,1000000,1.0,Fam217a,1.0,0,0,0,1,0,1
ENSMUSG00000021415,1000000,1.0,4933417A18Rik,1.0,0,0,0,0,0,0
ENSMUSG00000021417,1000000,1.0,Eci2,1.0,0,0,0,0,0,0
ENSMUSG00000021418,1000000,1.0,Rpp40,1.0,0,0,0,0,0,0
ENSMUSG00000021420,1000000,1.0,Fars2,1.0,1,0,1,2,0,2
ENSMUSG00000021423,1000000,1.0,Ly86,1.0,0,0,0,0,0,0
ENSMUSG00000021427,1000000,1.0,Ssr1,1.0,0,0,0,0,0,0
ENSMUSG00000021428,1000000,1.0,Riok1,1.0,0,0,0,0,0,0
ENSMUSG00000021431,1000000,1.0,Snrnp48,1.0,0,0,0,0,0,0
ENSMUSG00000021432,1000000,1.0,Slc35b3,1.0,0,0,0,1,0,1
ENSMUSG00000021448,1000000,1.0,Shc3,1.0,0,0,0,0,0,0
ENSMUSG00000021451,1000000,1.0,Sema4d,1.0,0,0,0,0,0,0
ENSMUSG00000021453,1000000,1.0,Gadd45g,1.0,0,0,0,0,0,0
ENSMUSG00000021456,1000000,1.0,Fbp2,1.0,0,0,0,0,0,0
ENSMUSG00000021457,1000000,1.0,Syk,1.0,0,0,0,0,0,0
ENSMUSG00000021458,830052,0.83005216994783,Aopep,1.0,0,2,2,0,1,1
ENSMUSG00000021460,1000000,1.0,Auh,1.0,0,0,0,0,0,0
ENSMUSG00000021461,366804,0.3668046331953668,Fancc,1.0,0,3,3,0,0,0
ENSMUSG00000021464,718172,0.7181722818277182,Ror2,1.0,0,1,1,0,0,0
ENSMUSG00000021466,1000000,1.0,Ptch1,1.0,0,0,0,0,0,0
ENSMUSG00000021468,1000000,1.0,Sptlc1,1.0,0,0,0,0,0,0
ENSMUSG00000021469,1000000,1.0,Msx2,1.0,0,0,0,0,0,0
ENSMUSG00000021470,719180,0.7191802808197192,Ercc6l2,1.0,0,1,1,0,0,0
ENSMUSG00000021474,1000000,1.0,Sfxn1,1.0,0,0,0,0,0,0
ENSMUSG00000021476,1000000,1.0,Habp4,1.0,0,0,0,0,0,0
ENSMUSG00000021477,1000000,1.0,Ctsl,1.0,0,0,0,0,0,0
ENSMUSG00000021478,1000000,1.0,Drd1,1.0,0,0,0,0,0,0
ENSMUSG00000021481,1000000,1.0,Zfp346,1.0,0,0,0,0,0,0
ENSMUSG00000021482,718117,0.7181172818827182,Prxl2c,1.0,0,1,1,0,0,0
ENSMUSG00000021483,1000000,1.0,Cdk20,1.0,0,0,0,0,0,0
ENSMUSG00000021484,1000000,1.0,Lman2,1.0,0,0,0,0,0,0
ENSMUSG00000021485,1000000,1.0,Mxd3,1.0,0,0,0,0,0,0
ENSMUSG00000021486,1000000,1.0,Prelid1,1.0,0,0,0,0,0,0
ENSMUSG00000021488,1000000,1.0,Nsd1,1.0,0,0,0,0,0,0
ENSMUSG00000021490,1000000,1.0,Slc34a1,1.0,0,0,0,0,0,0
ENSMUSG00000021492,1000000,1.0,F12,1.0,0,0,0,0,0,0
ENSMUSG00000021493,1000000,1.0,Pdlim7,1.0,0,0,0,0,0,0
ENSMUSG00000021494,1000000,1.0,Ddx41,1.0,0,0,0,0,0,0
ENSMUSG00000021495,718172,0.7181722818277182,Fam193b,1.0,0,1,1,0,0,0
ENSMUSG00000021496,1000000,1.0,Pcbd2,1.0,0,0,0,0,0,0
ENSMUSG00000021497,1000000,1.0,Txndc15,1.0,0,0,0,0,0,0
ENSMUSG00000021499,1000000,1.0,Catsper3,1.0,0,0,0,0,0,0
ENSMUSG00000021500,1000000,1.0,Ddx46,1.0,0,0,0,0,0,0
ENSMUSG00000021501,1000000,1.0,Caml,1.0,0,0,0,0,0,0
ENSMUSG00000021504,1000000,1.0,B4galt7,1.0,0,0,0,0,0,0
ENSMUSG00000021506,1000000,1.0,Pitx1,1.0,0,0,0,0,0,0
ENSMUSG00000021508,1000000,1.0,Cxcl14,1.0,0,0,0,0,0,0
ENSMUSG00000021509,1000000,1.0,Slc25a48,1.0,0,0,0,0,0,0
ENSMUSG00000021518,1000000,1.0,Ptdss1,1.0,0,0,0,0,0,0
ENSMUSG00000021519,1000000,1.0,Mterf3,1.0,0,0,0,0,0,0
ENSMUSG00000021520,1000000,1.0,Uqcrb,1.0,0,0,0,0,0,0
ENSMUSG00000021532,1000000,1.0,Fastkd3,1.0,0,0,0,0,0,0
ENSMUSG00000021534,1000000,1.0,1700001L19Rik,1.0,0,0,0,0,0,0
ENSMUSG00000021536,1000000,1.0,Adcy2,1.0,0,1,1,0,1,1
ENSMUSG00000021537,1000000,1.0,Cetn3,1.0,0,0,0,0,0,0
ENSMUSG00000021538,1000000,1.0,Il9,1.0,0,0,0,0,0,0
ENSMUSG00000021539,1000000,1.0,Lect2,1.0,0,0,0,0,0,0
ENSMUSG00000021540,718351,0.7183512816487183,Smad5,1.0,0,1,1,0,0,0
ENSMUSG00000021541,718825,0.7188252811747188,Trpc7,1.0,0,1,1,0,0,0
ENSMUSG00000021546,1000000,1.0,Hnrnpk,1.0,0,0,0,0,0,0
ENSMUSG00000021548,719288,0.7192882807117192,Ccnh,1.0,0,1,1,0,0,0
ENSMUSG00000021549,1000000,1.0,Rasa1,1.0,0,0,0,0,0,0
ENSMUSG00000021550,1000000,1.0,2210016F16Rik,1.0,0,0,0,0,0,0
ENSMUSG00000021552,1000000,1.0,Gkap1,1.0,0,0,0,0,0,0
ENSMUSG00000021553,1000000,1.0,Slc28a3,1.0,0,0,0,0,0,0
ENSMUSG00000021555,1000000,1.0,Naa35,1.0,0,0,0,0,0,0
ENSMUSG00000021556,1000000,1.0,Golm1,1.0,0,0,0,0,0,0
ENSMUSG00000021557,1000000,1.0,Agtpbp1,1.0,0,0,0,0,0,0
ENSMUSG00000021559,514393,0.5143934856065144,Dapk1,1.0,0,2,2,0,0,0
ENSMUSG00000021565,1000000,1.0,Slc6a19,1.0,0,0,0,0,0,0
ENSMUSG00000021567,1000000,1.0,Nkd2,1.0,0,0,0,0,0,0
ENSMUSG00000021569,719291,0.7192912807087193,Trip13,1.0,0,1,1,0,0,0
ENSMUSG00000021572,1000000,1.0,Cep72,1.0,0,0,0,0,0,0
ENSMUSG00000021573,1000000,1.0,Tppp,1.0,0,0,0,0,0,0
ENSMUSG00000021575,1000000,1.0,Ahrr,1.0,0,0,0,0,0,0
ENSMUSG00000021576,1000000,1.0,Pdcd6,1.0,0,0,0,0,0,0
ENSMUSG00000021577,1000000,1.0,Sdha,1.0,0,0,0,0,0,0
ENSMUSG00000021578,1000000,1.0,Ccdc127,1.0,0,0,0,1,0,1
ENSMUSG00000021579,1000000,1.0,Lrrc14b,1.0,0,0,0,0,0,0
ENSMUSG00000021583,1000000,1.0,Erap1,1.0,0,0,0,0,0,0
ENSMUSG00000021585,1000000,1.0,Cast,1.0,0,0,0,0,0,0
ENSMUSG00000021587,1000000,1.0,Pcsk1,1.0,0,0,0,0,0,0
ENSMUSG00000021589,1000000,1.0,Rhobtb3,1.0,0,0,0,0,0,0
ENSMUSG00000021590,1000000,1.0,Spata9,1.0,0,0,0,0,0,0
ENSMUSG00000021591,1000000,1.0,Glrx,1.0,0,0,0,0,0,0
ENSMUSG00000021592,1000000,1.0,Arsk,1.0,0,0,0,0,0,0
ENSMUSG00000021594,1000000,1.0,Srd5a1,1.0,0,0,0,0,0,0
ENSMUSG00000021595,1000000,1.0,Nsun2,1.0,0,0,0,0,0,0
ENSMUSG00000021596,665510,0.6655103344896655,Mctp1,1.0,0,0,0,2,0,2
ENSMUSG00000021597,1000000,1.0,Slf1,1.0,0,0,0,0,0,0
ENSMUSG00000021598,1000000,1.0,Med10,1.0,0,0,0,0,0,0
ENSMUSG00000021604,1000000,1.0,Irx4,1.0,0,0,0,0,0,0
ENSMUSG00000021606,1000000,1.0,Ndufs6,1.0,0,0,0,0,0,0
ENSMUSG00000021607,1000000,1.0,Mrpl36,1.0,0,0,0,0,0,0
ENSMUSG00000021608,1000000,1.0,Lpcat1,1.0,0,0,0,0,0,0
ENSMUSG00000021609,1000000,1.0,Slc6a3,1.0,0,0,0,0,0,0
ENSMUSG00000021610,1000000,1.0,Clptm1l,1.0,0,0,0,0,0,0
ENSMUSG00000021611,1000000,1.0,Tert,1.0,0,0,0,0,0,0
ENSMUSG00000021612,1000000,1.0,Slc6a18,1.0,0,0,0,0,0,0
ENSMUSG00000021613,1000000,1.0,Hapln1,1.0,0,0,0,0,0,0
ENSMUSG00000021614,1000000,1.0,Vcan,1.0,0,0,0,0,0,0
ENSMUSG00000021615,514069,0.514069485930514,Xrcc4,1.0,0,2,2,0,0,0
ENSMUSG00000021619,1000000,1.0,Atg10,1.0,0,1,1,1,0,1
ENSMUSG00000021620,209677,0.20967779032220968,Acot12,1.0,1,0,1,0,0,0
ENSMUSG00000021621,718670,0.7186702813297187,Zcchc9,1.0,0,1,1,0,0,0
ENSMUSG00000021622,1000000,1.0,Ckmt2,1.0,0,0,0,0,0,0
ENSMUSG00000021624,1000000,1.0,Cd180,1.0,0,0,0,0,0,0
ENSMUSG00000021629,1000000,1.0,Slc30a5,1.0,0,0,0,0,0,0
ENSMUSG00000021635,1000000,1.0,Rad17,1.0,0,0,0,0,0,0
ENSMUSG00000021636,1000000,1.0,Marveld2,1.0,0,0,0,0,0,0
ENSMUSG00000021638,1000000,1.0,Ocln,1.0,0,0,0,0,0,0
ENSMUSG00000021643,1000000,1.0,Serf1,1.0,0,0,0,0,0,0
ENSMUSG00000021645,1000000,1.0,Smn1,1.0,0,0,0,0,0,0
ENSMUSG00000021646,718351,0.7183512816487183,Mccc2,1.0,0,1,1,0,0,0
ENSMUSG00000021647,1000000,1.0,Cartpt,1.0,0,0,0,0,0,0
ENSMUSG00000021650,1000000,1.0,Ptcd2,1.0,0,0,0,0,0,0
ENSMUSG00000021660,1000000,1.0,Btf3,1.0,0,0,0,0,0,0
ENSMUSG00000021661,1000000,1.0,Ankra2,1.0,0,0,0,0,0,0
ENSMUSG00000021662,719083,0.7190832809167191,Arhgef28,1.0,0,1,1,0,0,0
ENSMUSG00000021665,1000000,1.0,Hexb,1.0,0,0,0,0,0,0
ENSMUSG00000021666,1000000,1.0,Gfm2,1.0,0,0,0,0,0,0
ENSMUSG00000021668,1000000,1.0,Polk,1.0,0,0,0,0,0,0
ENSMUSG00000021669,718537,0.7185372814627186,Col4a3bp,1.0,0,1,1,0,0,0
ENSMUSG00000021670,718952,0.7189522810477189,Hmgcr,1.0,0,1,1,0,0,0
ENSMUSG00000021671,1000000,1.0,Poc5,1.0,0,0,0,0,0,0
ENSMUSG00000021675,1000000,1.0,F2rl2,1.0,0,0,0,0,0,0
ENSMUSG00000021676,1000000,1.0,Iqgap2,1.0,0,0,0,0,0,0
ENSMUSG00000021678,1000000,1.0,F2rl1,1.0,0,0,0,0,0,0
ENSMUSG00000021679,1000000,1.0,S100z,1.0,0,0,0,0,0,0
ENSMUSG00000021680,1000000,1.0,Crhbp,1.0,0,0,0,0,0,0
ENSMUSG00000021681,1000000,1.0,Aggf1,1.0,0,0,0,0,0,0
ENSMUSG00000021684,1000000,1.0,Pde8b,1.0,0,0,0,0,0,0
ENSMUSG00000021685,1000000,1.0,Otp,1.0,0,0,0,0,0,0
ENSMUSG00000021686,1000000,1.0,Ap3b1,1.0,0,0,0,0,1,1
ENSMUSG00000021687,1000000,1.0,Scamp1,1.0,0,0,0,0,0,0
ENSMUSG00000021690,1000000,1.0,Jmy,1.0,0,0,0,0,0,0
ENSMUSG00000021692,1000000,1.0,Dimt1,1.0,0,0,0,0,0,0
ENSMUSG00000021693,1000000,1.0,Kif2a,1.0,0,0,0,0,0,0
ENSMUSG00000021694,1000000,1.0,Ercc8,1.0,0,0,0,0,0,0
ENSMUSG00000021696,664788,0.6647883352116648,Elovl7,1.0,0,0,0,2,0,2
ENSMUSG00000021697,718952,0.7189522810477189,Depdc1b,1.0,0,1,1,0,0,0
ENSMUSG00000021699,328868,0.3288686711313289,Pde4d,1.0,0,1,1,3,1,4
ENSMUSG00000021700,661014,0.661014338985661,Rab3c,1.0,0,2,2,1,0,1
ENSMUSG00000021701,1000000,1.0,Plk2,1.0,0,0,0,0,0,0
ENSMUSG00000021702,1000000,1.0,Thbs4,1.0,0,0,0,0,0,0
ENSMUSG00000021703,1000000,1.0,Serinc5,1.0,0,0,0,0,0,0
ENSMUSG00000021704,1000000,1.0,Mtx3,1.0,0,0,0,0,0,0
ENSMUSG00000021706,1000000,1.0,Zfyve16,1.0,0,0,0,0,0,0
ENSMUSG00000021707,1000000,1.0,Dhfr,1.0,0,0,0,0,0,0
ENSMUSG00000021708,718281,0.7182812817187183,Rasgrf2,1.0,0,1,1,0,0,0
ENSMUSG00000021709,718117,0.7181172818827182,Erbin,1.0,0,1,1,0,0,0
ENSMUSG00000021710,1000000,1.0,Nln,1.0,0,0,0,0,0,0
ENSMUSG00000021711,1000000,1.0,Trappc13,1.0,0,0,0,0,0,0
ENSMUSG00000021712,1000000,1.0,Trim23,1.0,0,0,0,0,0,0
ENSMUSG00000021713,1000000,1.0,Ppwd1,1.0,0,0,0,0,0,0
ENSMUSG00000021714,718793,0.7187932812067188,Cenpk,1.0,0,1,1,0,0,0
ENSMUSG00000021715,1000000,1.0,Cwc27,1.0,0,0,0,1,0,1
ENSMUSG00000021716,1000000,1.0,Srek1ip1,1.0,0,0,0,0,0,0
ENSMUSG00000021719,1000000,1.0,Rgs7bp,1.0,0,0,0,0,0,0
ENSMUSG00000021720,661214,0.6612143387856612,Rnf180,1.0,0,2,2,1,0,1
ENSMUSG00000021721,1000000,1.0,Htr1a,1.0,0,0,0,0,0,0
ENSMUSG00000021725,1000000,1.0,Parp8,1.0,0,0,0,0,0,0
ENSMUSG00000021728,108271,0.10827189172810828,Emb,1.0,1,2,3,0,0,0
ENSMUSG00000021730,107758,0.10775889224110775,Hcn1,1.0,1,2,3,0,0,0
ENSMUSG00000021731,1000000,1.0,Mrps30,1.0,0,0,0,0,0,0
ENSMUSG00000021732,1000000,1.0,Fgf10,1.0,0,0,0,0,0,0
ENSMUSG00000021733,1000000,1.0,Slc4a7,1.0,0,0,0,1,0,1
ENSMUSG00000021737,1000000,1.0,Psmd6,1.0,0,0,0,0,0,0
ENSMUSG00000021738,1000000,1.0,Atxn7,1.0,1,0,1,0,1,1
ENSMUSG00000021743,1000000,1.0,Fezf2,1.0,0,0,0,0,0,0
ENSMUSG00000021745,1000000,1.0,Ptprg,1.0,0,0,0,0,0,0
ENSMUSG00000021747,1000000,1.0,4930452B06Rik,1.0,0,0,0,0,0,0
ENSMUSG00000021748,1000000,1.0,Pdhb,1.0,0,0,0,0,0,0
ENSMUSG00000021749,1000000,1.0,Oit1,1.0,0,0,0,0,0,0
ENSMUSG00000021750,1000000,1.0,Fam107a,1.0,0,0,0,0,0,0
ENSMUSG00000021751,1000000,1.0,Acox2,1.0,0,0,0,0,0,0
ENSMUSG00000021752,1000000,1.0,Kctd6,1.0,0,0,0,0,0,0
ENSMUSG00000021754,661369,0.6613693386306614,Map3k1,1.0,0,2,2,1,0,1
ENSMUSG00000021756,1000000,1.0,Il6st,1.0,0,0,0,0,0,0
ENSMUSG00000021758,1000000,1.0,Ddx4,1.0,0,0,0,0,0,0
ENSMUSG00000021759,718351,0.7183512816487183,Plpp1,1.0,0,1,1,0,0,0
ENSMUSG00000021760,1000000,1.0,Gpx8,1.0,0,0,0,0,0,0
ENSMUSG00000021764,1000000,1.0,Ndufs4,1.0,0,0,0,0,0,0
ENSMUSG00000021765,1000000,1.0,Fst,1.0,0,0,0,0,0,0
ENSMUSG00000021767,1000000,1.0,Kat6b,1.0,0,0,0,0,0,0
ENSMUSG00000021768,1000000,1.0,Dusp13,1.0,0,0,0,0,0,0
ENSMUSG00000021770,1000000,1.0,Samd8,1.0,0,1,1,0,1,1
ENSMUSG00000021771,1000000,1.0,Vdac2,1.0,0,0,0,0,0,0
ENSMUSG00000021772,1000000,1.0,Nkiras1,1.0,0,0,0,0,0,0
ENSMUSG00000021773,1000000,1.0,Comtd1,1.0,0,0,0,0,0,0
ENSMUSG00000021774,663976,0.663976336023664,Ube2e1,1.0,0,0,0,2,0,2
ENSMUSG00000021775,1000000,1.0,Nr1d2,1.0,0,0,0,0,0,0
