human_ensembl_gene,mouse_ensembl_gene,human_symbol,mouse_symbol,database_support
ENSG00000153498,ENSMUSG00000010435,SPACA7,Spaca7,11.0
ENSG00000114982,ENSMUSG00000010453,KANSL3,Kansl3,11.0
ENSG00000112319,ENSMUSG00000010461,EYA4,Eya4,10.0
ENSG00000108001,ENSMUSG00000010476,EBF3,Ebf3,11.0
ENSG00000280213,ENSMUSG00000010492,UCKL1-AS1,Uckl1os,1.0
ENSG00000196132,ENSMUSG00000010505,MYT1,Myt1,11.0
ENSG00000185104,ENSMUSG00000010517,FAF1,Faf1,11.0
ENSG00000162595,ENSMUSG00000010529,DIRAS3,Gm266,1.0
ENSG00000163467,ENSMUSG00000010538,TSACC,Tsacc,11.0
ENSG00000127804,ENSMUSG00000010554,METTL16,Mettl16,12.0
ENSG00000092345,ENSMUSG00000010592,DAZL,Dazl,11.0
ENSG00000255072,ENSMUSG00000010607,PIGY,Pigyl,6.0
ENSG00000119707,ENSMUSG00000010608,RBM25,Rbm25,9.0
ENSG00000143801,ENSMUSG00000010609,PSEN2,Psen2,11.0
ENSG00000060971,ENSMUSG00000010651,ACAA1,Acaa1b,10.0
ENSG00000187091,ENSMUSG00000010660,PLCD1,Plcd1,10.0
ENSG00000149485,ENSMUSG00000010663,FADS1,Fads1,12.0
ENSG00000105983,ENSMUSG00000010721,LMBR1,Lmbr1,11.0
ENSG00000110619,ENSMUSG00000010755,CARS,Cars,12.0
ENSG00000181649,ENSMUSG00000010760,PHLDA2,Phlda2,12.0
ENSG00000154438,ENSMUSG00000010796,ASZ1,Asz1,11.0
ENSG00000105989,ENSMUSG00000010797,WNT2,Wnt2,11.0
ENSG00000022355,ENSMUSG00000010803,GABRA1,Gabra1,12.0
ENSG00000215045,ENSMUSG00000010825,GRID2IP,Grid2ip,11.0
ENSG00000100196,ENSMUSG00000010830,KDELR3,Kdelr3,12.0
ENSG00000231256,ENSMUSG00000010841,C17orf105,Cfap97d1,12.0
ENSG00000149089,ENSMUSG00000010911,APIP,Apip,12.0
ENSG00000110435,ENSMUSG00000010914,PDHX,Pdhx,12.0
ENSG00000103043,ENSMUSG00000010936,VAC14,Vac14,12.0
ENSG00000153898,ENSMUSG00000011008,MCOLN2,Mcoln2,12.0
ENSG00000100170,ENSMUSG00000011034,SLC5A1,Slc5a1,11.0
ENSG00000204673,ENSMUSG00000011096,AKT1S1,Akt1s1,11.0
ENSG00000154144,ENSMUSG00000011114,TBRG1,Tbrg1,12.0
ENSG00000154143,ENSMUSG00000011118,PANX3,Panx3,12.0
ENSG00000185100,ENSMUSG00000011148,ADSSL1,Adssl1,11.0
ENSG00000156206,ENSMUSG00000011154,C15orf26,Cfap161,10.0
ENSG00000185024,ENSMUSG00000011158,BRF1,Brf1,9.0
ENSG00000106018,ENSMUSG00000011171,VIPR2,Vipr2,12.0
ENSG00000115758,ENSMUSG00000011179,ODC1,Odc1,10.0
ENSG00000113272,ENSMUSG00000011254,THG1L,Thg1l,12.0
ENSG00000135074,ENSMUSG00000011256,ADAM19,Adam19,10.0
ENSG00000090621,ENSMUSG00000011257,PABPC4,Pabpc4,12.0
ENSG00000170684,ENSMUSG00000011267,ZNF296,Zfp296,11.0
ENSG00000214456,ENSMUSG00000011305,PLIN5,Plin5,12.0
ENSG00000105705,ENSMUSG00000011306,SUGP1,Sugp1,12.0
ENSG00000142025,ENSMUSG00000011349,DMRTC2,Dmrtc2,11.0
ENSG00000104808,ENSMUSG00000011382,DHDH,Dhdh,12.0
ENSG00000197863,ENSMUSG00000011427,ZNF790,Zfp790,6.0
ENSG00000153002,ENSMUSG00000011463,CPB1,Cpb1,12.0
ENSG00000181240,ENSMUSG00000011486,SLC25A41,Slc25a41,12.0
ENSG00000105255,ENSMUSG00000011589,FSD1,Fsd1,11.0
ENSG00000234465,ENSMUSG00000011632,PINLYP,Pinlyp,10.0
ENSG00000010361,ENSMUSG00000011658,FUZ,Fuz,12.0
ENSG00000160460,ENSMUSG00000011751,SPTBN4,Sptbn4,11.0
ENSG00000171314,ENSMUSG00000011752,PGAM1,Pgam1,12.0
ENSG00000067208,ENSMUSG00000011831,EVI5,Evi5,10.0
ENSG00000142459,ENSMUSG00000011832,EVI5L,Evi5l,8.0
ENSG00000104976,ENSMUSG00000011837,SNAPC2,Snapc2,12.0
ENSG00000108262,ENSMUSG00000011877,GIT1,Git1,12.0
ENSG00000139433,ENSMUSG00000011884,GLTP,Gltp,12.0
ENSG00000140299,ENSMUSG00000011958,BNIP2,Bnip2,11.0
ENSG00000129315,ENSMUSG00000011960,CCNT1,Ccnt1,12.0
ENSG00000244486,ENSMUSG00000012017,SCARF2,Scarf2,8.0
ENSG00000138813,ENSMUSG00000012042,C4orf17,4930579F01Rik,11.0
ENSG00000100916,ENSMUSG00000012076,BRMS1L,Brms1l,12.0
ENSG00000099917,ENSMUSG00000012114,MED15,Med15,11.0
ENSG00000117682,ENSMUSG00000012117,DHDDS,Dhdds,12.0
ENSG00000176092,ENSMUSG00000012123,AIM1L,Crybg2,10.0
ENSG00000158062,ENSMUSG00000012126,UBXN11,Ubxn11,12.0
ENSG00000124003,ENSMUSG00000012187,MOGAT1,Mogat1,10.0
ENSG00000226174,ENSMUSG00000012211,TEX22,Tex22,10.0
ENSG00000061492,ENSMUSG00000012282,WNT8A,Wnt8a,11.0
ENSG00000137221,ENSMUSG00000012296,TJAP1,Tjap1,12.0
ENSG00000135373,ENSMUSG00000012350,EHF,Ehf,12.0
ENSG00000111704,ENSMUSG00000012396,NANOG,Nanog,10.0
ENSG00000174748,ENSMUSG00000012405,RPL15,Rpl15,12.0
ENSG00000174695,ENSMUSG00000012422,TMEM167A,Tmem167,11.0
ENSG00000127954,ENSMUSG00000012428,STEAP4,Steap4,11.0
ENSG00000168303,ENSMUSG00000012429,MPLKIP,Mplkip,11.0
ENSG00000138160,ENSMUSG00000012443,KIF11,Kif11,12.0
ENSG00000106399,ENSMUSG00000012483,RPA3,Rpa3,12.0
ENSG00000168404,ENSMUSG00000012519,MLKL,Mlkl,12.0
ENSG00000109132,ENSMUSG00000012520,PHOX2B,Phox2b,12.0
ENSG00000064419,ENSMUSG00000012535,TNPO3,Tnpo3,11.0
ENSG00000119685,ENSMUSG00000012609,TTLL5,Ttll5,8.0
ENSG00000104918,ENSMUSG00000012705,RETN,Retn,11.0
ENSG00000142513,ENSMUSG00000012777,ACPT,Acp4,9.0
ENSG00000107736,ENSMUSG00000012819,CDH23,Cdh23,9.0
ENSG00000083845,ENSMUSG00000012848,RPS5,Rps5,11.0
ENSG00000132000,ENSMUSG00000012889,PODNL1,Podnl1,11.0
ENSG00000072071,ENSMUSG00000013033,LPHN1,Adgrl1,12.0
ENSG00000166025,ENSMUSG00000013076,AMOTL1,Amotl1,12.0
ENSG00000244405,ENSMUSG00000013089,ETV5,Etv5,10.0
ENSG00000160472,ENSMUSG00000013091,TMEM190,Tmem190,12.0
ENSG00000141098,ENSMUSG00000013150,GFOD2,Gfod2,12.0
ENSG00000124074,ENSMUSG00000013155,ENKD1,Enkd1,12.0
ENSG00000159761,ENSMUSG00000013158,C16orf86,4933405L10Rik,11.0
ENSG00000159720,ENSMUSG00000013160,ATP6V0D1,Atp6v0d1,12.0
ENSG00000105426,ENSMUSG00000013236,PTPRS,Ptprs,9.0
ENSG00000133065,ENSMUSG00000013275,SLC41A1,Slc41a1,12.0
ENSG00000088340,ENSMUSG00000013338,FER1L4,Fer1l4,3.0
ENSG00000179213,ENSMUSG00000013353,SIGLECL1,4931406B18Rik,6.0
ENSG00000142549,ENSMUSG00000013367,IGLON5,Iglon5,11.0
ENSG00000159217,ENSMUSG00000013415,IGF2BP1,Igf2bp1,12.0
ENSG00000167080,ENSMUSG00000013418,B4GALNT2,B4galnt2,12.0
ENSG00000114853,ENSMUSG00000013419,ZBTB47,Zfp651,9.0
ENSG00000188986,ENSMUSG00000013465,NELFB,Nelfb,12.0
ENSG00000141527,ENSMUSG00000013483,CARD14,Card14,12.0
ENSG00000127419,ENSMUSG00000013495,TMEM175,Tmem175,12.0
ENSG00000064787,ENSMUSG00000013523,BCAS1,Bcas1,10.0
ENSG00000183597,ENSMUSG00000013539,TANGO2,Tango2,10.0
ENSG00000128918,ENSMUSG00000013584,ALDH1A2,Aldh1a2,12.0
ENSG00000158864,ENSMUSG00000013593,NDUFS2,Ndufs2,12.0
ENSG00000174226,ENSMUSG00000013611,SNX31,Snx31,12.0
ENSG00000138085,ENSMUSG00000013622,ATRAID,Atraid,12.0
ENSG00000084774,ENSMUSG00000013629,CAD,Cad,11.0
ENSG00000259823,ENSMUSG00000013643,LYPD8,Lypd8,9.0
ENSG00000175137,ENSMUSG00000013646,SH3BP5L,Sh3bp5l,12.0
ENSG00000138138,ENSMUSG00000013662,ATAD1,Atad1,12.0
ENSG00000171862,ENSMUSG00000013663,PTEN,Pten,12.0
ENSG00000183559,ENSMUSG00000013668,C10orf120,4933402N03Rik,12.0
ENSG00000162734,ENSMUSG00000013698,PEA15,Pea15a,11.0
ENSG00000265354,ENSMUSG00000013701,TIMM23,Timm23,7.0
ENSG00000163154,ENSMUSG00000013707,TNFAIP8L2,Tnfaip8l2,11.0
ENSG00000072756,ENSMUSG00000013736,TRNT1,Trnt1,12.0
ENSG00000255552,ENSMUSG00000013766,LY6G6E,Ly6g6e,7.0
ENSG00000204371,ENSMUSG00000013787,EHMT2,Ehmt2,9.0
ENSG00000130165,ENSMUSG00000013822,ELOF1,Elof1,11.0
ENSG00000175221,ENSMUSG00000013833,MED16,Med16,10.0
ENSG00000008513,ENSMUSG00000013846,ST3GAL1,St3gal1,10.0
ENSG00000182087,ENSMUSG00000013858,TMEM259,Tmem259,11.0
ENSG00000120925,ENSMUSG00000013878,RNF170,Rnf170,12.0
ENSG00000105270,ENSMUSG00000013921,CLIP3,Clip3,12.0
ENSG00000111245,ENSMUSG00000013936,MYL2,Myl2,11.0
ENSG00000158796,ENSMUSG00000013973,DEDD,Dedd,11.0
ENSG00000183019,ENSMUSG00000013974,MCEMP1,Mcemp1,12.0
ENSG00000158793,ENSMUSG00000013997,NIT1,Nit1,11.0
ENSG00000196092,ENSMUSG00000014030,PAX5,Pax5,12.0
ENSG00000141956,ENSMUSG00000014039,PRDM15,Prdm15,10.0
ENSG00000163961,ENSMUSG00000014074,RNF168,Rnf168,11.0
ENSG00000213123,ENSMUSG00000014075,TCTEX1D2,Tctex1d2,12.0
ENSG00000187446,ENSMUSG00000014077,CHP1,Chp1,12.0
ENSG00000111199,ENSMUSG00000014158,TRPV4,Trpv4,12.0
ENSG00000146021,ENSMUSG00000014164,KLHL3,Klhl3,8.0
ENSG00000171928,ENSMUSG00000014177,TVP23B,Tvp23b,12.0
ENSG00000168259,ENSMUSG00000014195,DNAJC7,Dnajc7,12.0
ENSG00000187595,ENSMUSG00000014198,ZNF385C,Zfp385c,10.0
ENSG00000116161,ENSMUSG00000014226,CACYBP,Cacybp,12.0
ENSG00000103351,ENSMUSG00000014232,CLUAP1,Cluap1,12.0
ENSG00000214941,ENSMUSG00000014243,ZSWIM7,Zswim7,12.0
ENSG00000108474,ENSMUSG00000014245,PIGL,Pigl,12.0
ENSG00000131495,ENSMUSG00000014294,NDUFA2,Ndufa2,12.0
ENSG00000217930,ENSMUSG00000014301,PAM16,Pam16,11.0
ENSG00000126603,ENSMUSG00000014303,GLIS2,Glis2,12.0
ENSG00000164919,ENSMUSG00000014313,COX6C,Cox6c,9.0
ENSG00000122870,ENSMUSG00000014329,BICC1,Bicc1,12.0
ENSG00000159202,ENSMUSG00000014349,UBE2Z,Ube2z,12.0
ENSG00000159224,ENSMUSG00000014351,GIP,Gip,11.0
ENSG00000153214,ENSMUSG00000014353,TMEM87B,Tmem87b,12.0
ENSG00000153107,ENSMUSG00000014355,ANAPC1,Anapc1,11.0
ENSG00000153208,ENSMUSG00000014361,MERTK,Mertk,12.0
ENSG00000074319,ENSMUSG00000014402,TSG101,Tsg101,12.0
ENSG00000110756,ENSMUSG00000014418,HPS5,Hps5,10.0
ENSG00000085511,ENSMUSG00000014426,MAP3K4,Map3k4,11.0
ENSG00000103335,ENSMUSG00000014444,PIEZO1,Piezo1,10.0
ENSG00000136573,ENSMUSG00000014453,BLK,Blk,10.0
ENSG00000158717,ENSMUSG00000014470,RNF166,Rnf166,11.0
ENSG00000206560,ENSMUSG00000014496,ANKRD28,Ankrd28,9.0
ENSG00000139645,ENSMUSG00000014498,ANKRD52,Ankrd52,12.0
ENSG00000078795,ENSMUSG00000014503,PKD2L2,Pkd2l2,10.0
ENSG00000153037,ENSMUSG00000014504,SRP19,Srp19,11.0
ENSG00000230927,ENSMUSG00000014529,TMBIM7P,Tmbim7,1.0
ENSG00000152672,ENSMUSG00000014542,CLEC4F,Clec4f,11.0
ENSG00000139668,ENSMUSG00000014547,WDFY2,Wdfy2,11.0
ENSG00000131381,ENSMUSG00000014550,RBSN,Rbsn,12.0
ENSG00000131368,ENSMUSG00000014551,MRPS25,Mrps25,11.0
ENSG00000114956,ENSMUSG00000014554,DGUOK,Dguok,11.0
ENSG00000171735,ENSMUSG00000014592,CAMTA1,Camta1,12.0
ENSG00000184371,ENSMUSG00000014599,CSF1,Csf1,12.0
ENSG00000143093,ENSMUSG00000014601,STRIP1,Strip1,12.0
ENSG00000130294,ENSMUSG00000014602,KIF1A,Kif1a,10.0
ENSG00000156150,ENSMUSG00000014603,ALX3,Alx3,9.0
ENSG00000108528,ENSMUSG00000014606,SLC25A11,Slc25a11,12.0
ENSG00000108556,ENSMUSG00000014609,CHRNE,Chrne,9.0
ENSG00000103121,ENSMUSG00000014633,CMC2,Cmc2,11.0
ENSG00000072609,ENSMUSG00000014668,CHFR,Chfr,12.0
ENSG00000213892,ENSMUSG00000014686,CEACAM16,Ceacam16,10.0
ENSG00000105996,ENSMUSG00000014704,HOXA2,Hoxa2,12.0
ENSG00000042980,ENSMUSG00000014725,ADAM28,Adam28,12.0
ENSG00000144031,ENSMUSG00000014747,ANKRD53,Ankrd53,11.0
ENSG00000144043,ENSMUSG00000014748,TEX261,Tex261,12.0
ENSG00000112584,ENSMUSG00000014763,FAM120B,Fam120b,12.0
ENSG00000112592,ENSMUSG00000014767,TBP,Tbp,11.0
ENSG00000008018,ENSMUSG00000014769,PSMB1,Psmb1,12.0
ENSG00000071994,ENSMUSG00000014771,PDCD2,Pdcd2,11.0
ENSG00000198719,ENSMUSG00000014773,DLL1,Dll1,11.0
ENSG00000140939,ENSMUSG00000014776,NOL3,Nol3,7.0
ENSG00000135723,ENSMUSG00000014778,FHOD1,Fhod1,11.0
ENSG00000196155,ENSMUSG00000014782,PLEKHG4,Plekhg4,11.0
ENSG00000135740,ENSMUSG00000014786,SLC9A5,Slc9a5,12.0
ENSG00000102890,ENSMUSG00000014791,ELMO3,Elmo3,12.0
ENSG00000159167,ENSMUSG00000014813,STC1,Stc1,12.0
ENSG00000196123,ENSMUSG00000014837,KIAA0895L,4931428F04Rik,12.0
ENSG00000159713,ENSMUSG00000014846,TPPP3,Tppp3,12.0
ENSG00000113318,ENSMUSG00000014850,MSH3,Msh3,11.0
ENSG00000160323,ENSMUSG00000014852,ADAMTS13,Adamts13,12.0
ENSG00000168701,ENSMUSG00000014856,TMEM208,Tmem208,12.0
ENSG00000205250,ENSMUSG00000014859,E2F4,E2f4,12.0
ENSG00000148248,ENSMUSG00000014867,SURF4,Surf4,12.0
ENSG00000148291,ENSMUSG00000014873,SURF2,Surf2,11.0
ENSG00000128590,ENSMUSG00000014905,DNAJB9,Dnajb9,11.0
ENSG00000145414,ENSMUSG00000014907,NAF1,Naf1,11.0
ENSG00000176105,ENSMUSG00000014932,YES1,Yes1,11.0
ENSG00000213639,ENSMUSG00000014956,PPP1CB,Ppp1cb,12.0
ENSG00000115806,ENSMUSG00000014959,GORASP2,Gorasp2,11.0
ENSG00000198860,ENSMUSG00000014980,TSEN15,Tsen15,11.0
ENSG00000253117,ENSMUSG00000015001,OC90,Oc90,10.0
ENSG00000132294,ENSMUSG00000015002,EFR3A,Efr3a,11.0
ENSG00000167515,ENSMUSG00000015013,TRAPPC2L,Trappc2l,11.0
ENSG00000176715,ENSMUSG00000015016,ACSF3,Acsf3,12.0
ENSG00000168872,ENSMUSG00000015023,DDX19A,Ddx19a,9.0
ENSG00000141012,ENSMUSG00000015027,GALNS,Galns,12.0
ENSG00000179348,ENSMUSG00000015053,GATA2,Gata2,12.0
ENSG00000176919,ENSMUSG00000015083,C8G,C8g,8.0
ENSG00000054179,ENSMUSG00000015085,ENTPD2,Entpd2,12.0
ENSG00000196642,ENSMUSG00000015087,RABL6,Rabl6,12.0
ENSG00000107317,ENSMUSG00000015090,PTGDS,Ptgds,11.0
ENSG00000107223,ENSMUSG00000015092,EDF1,Edf1,12.0
ENSG00000169583,ENSMUSG00000015093,CLIC3,Clic3,8.0
ENSG00000107281,ENSMUSG00000015094,NPDC1,Npdc1,11.0
ENSG00000159069,ENSMUSG00000015095,FBXW5,Fbxw5,10.0
ENSG00000004864,ENSMUSG00000015112,SLC25A13,Slc25a13,12.0
ENSG00000103275,ENSMUSG00000015120,UBE2I,Ube2i,10.0
ENSG00000007520,ENSMUSG00000015126,TSR3,Tsr3,12.0
ENSG00000059145,ENSMUSG00000015127,UNKL,Unkl,11.0
ENSG00000154237,ENSMUSG00000015133,LRRK1,Lrrk1,11.0
ENSG00000184254,ENSMUSG00000015134,ALDH1A3,Aldh1a3,12.0
ENSG00000072110,ENSMUSG00000015143,ACTN1,Actn1,12.0
ENSG00000068903,ENSMUSG00000015149,SIRT2,Sirt2,12.0
ENSG00000104824,ENSMUSG00000015165,HNRNPL,Hnrnpl,11.0
ENSG00000166197,ENSMUSG00000015176,NOLC1,Nolc1,9.0
ENSG00000127995,ENSMUSG00000015189,CASD1,Casd1,12.0
ENSG00000153721,ENSMUSG00000015202,CNKSR3,Cnksr3,9.0
ENSG00000063601,ENSMUSG00000015214,MTMR1,Mtmr1,12.0
ENSG00000029993,ENSMUSG00000015217,HMGB3,Hmgb3,9.0
ENSG00000078018,ENSMUSG00000015222,MAP2,Map2,11.0
ENSG00000134716,ENSMUSG00000015224,CYP2J2,Cyp2j9,9.0
ENSG00000165029,ENSMUSG00000015243,ABCA1,Abca1,11.0
ENSG00000136783,ENSMUSG00000015247,NIPSNAP3A,Nipsnap3b,8.0
ENSG00000196976,ENSMUSG00000015289,LAGE3,Lage3,9.0
ENSG00000102178,ENSMUSG00000015290,UBL4A,Ubl4a,10.0
ENSG00000203879,ENSMUSG00000015291,GDI1,Gdi1,12.0
ENSG00000111961,ENSMUSG00000015305,SASH1,Sash1,10.0
ENSG00000099860,ENSMUSG00000015312,GADD45B,Gadd45b,12.0
ENSG00000162739,ENSMUSG00000015314,SLAMF6,Slamf6,11.0
ENSG00000117090,ENSMUSG00000015316,SLAMF1,Slamf1,11.0
ENSG00000160446,ENSMUSG00000015335,ZDHHC12,Zdhhc12,12.0
ENSG00000167136,ENSMUSG00000015337,ENDOG,Endog,12.0
ENSG00000165168,ENSMUSG00000015340,CYBB,Cybb,11.0
ENSG00000147533,ENSMUSG00000015341,GOLGA7,Golga7,11.0
ENSG00000047597,ENSMUSG00000015342,XK,Xk,11.0
ENSG00000163710,ENSMUSG00000015354,PCOLCE2,Pcolce2,12.0
ENSG00000117091,ENSMUSG00000015355,CD48,Cd48,12.0
ENSG00000166855,ENSMUSG00000015357,CLPX,Clpx,11.0
ENSG00000170638,ENSMUSG00000015363,TRABD,Trabd,12.0
ENSG00000073146,ENSMUSG00000015365,MOV10L1,Mov10l1,11.0
ENSG00000205593,ENSMUSG00000015377,DENND6B,Dennd6b,11.0
ENSG00000112149,ENSMUSG00000015396,CD83,Cd83,12.0
ENSG00000147003,ENSMUSG00000015401,TMEM27,Cltrn,12.0
ENSG00000130234,ENSMUSG00000015405,ACE2,Ace2,12.0
ENSG00000100453,ENSMUSG00000015437,GZMB,Gzmb,10.0
ENSG00000204305,ENSMUSG00000015452,AGER,Ager,11.0
ENSG00000213676,ENSMUSG00000015461,ATF6B,Atf6b,11.0
ENSG00000241404,ENSMUSG00000015467,EGFL8,Egfl8,10.0
ENSG00000204301,ENSMUSG00000015468,NOTCH4,Notch4,9.0
ENSG00000221988,ENSMUSG00000015474,PPT2,Ppt2,10.0
ENSG00000204314,ENSMUSG00000015476,PRRT1,Prrt1,9.0
ENSG00000204308,ENSMUSG00000015478,RNF5,Rnf5,10.0
ENSG00000143340,ENSMUSG00000015484,FAM163A,Fam163a,12.0
ENSG00000160325,ENSMUSG00000015488,CACFD1,Cacfd1,11.0
ENSG00000010818,ENSMUSG00000015501,HIVEP2,Hivep2,12.0
ENSG00000184530,ENSMUSG00000015519,C6orf58,2310057J18Rik,10.0
ENSG00000143437,ENSMUSG00000015522,ARNT,Arnt,11.0
ENSG00000164171,ENSMUSG00000015533,ITGA2,Itga2,10.0
ENSG00000164172,ENSMUSG00000015536,MOCS2,Mocs2,12.0
ENSG00000109065,ENSMUSG00000015542,NAT9,Nat9,12.0
ENSG00000175445,ENSMUSG00000015568,LPL,Lpl,8.0
ENSG00000113732,ENSMUSG00000015575,ATP6V0E1,Atp6v0e,12.0
ENSG00000183072,ENSMUSG00000015579,NKX2-5,Nkx2-5,12.0
ENSG00000171467,ENSMUSG00000015597,ZNF318,Zfp318,11.0
ENSG00000146216,ENSMUSG00000015599,TTBK1,Ttbk1,12.0
ENSG00000112658,ENSMUSG00000015605,SRF,Srf,12.0
ENSG00000107485,ENSMUSG00000015619,GATA3,Gata3,12.0
ENSG00000130700,ENSMUSG00000015627,GATA5,Gata5,11.0
ENSG00000130702,ENSMUSG00000015647,LAMA5,Lama5,11.0
ENSG00000164647,ENSMUSG00000015652,STEAP1,Steap1,11.0
ENSG00000157214,ENSMUSG00000015653,STEAP2,Steap2,12.0
ENSG00000109971,ENSMUSG00000015656,HSPA8,Hspa8,11.0
ENSG00000122335,ENSMUSG00000015659,SERAC1,Serac1,8.0
ENSG00000204195,ENSMUSG00000015665,AWAT1,Awat1,11.0
ENSG00000120509,ENSMUSG00000015668,PDZD11,Pdzd11,11.0
ENSG00000106588,ENSMUSG00000015671,PSMA2,Psma2,9.0
ENSG00000106591,ENSMUSG00000015672,MRPL32,Mrpl32,12.0
ENSG00000143379,ENSMUSG00000015697,SETDB1,Setdb1,12.0
ENSG00000143412,ENSMUSG00000015702,ANXA9,Anxa9,12.0
ENSG00000172379,ENSMUSG00000015709,ARNT2,Arnt2,11.0
ENSG00000143363,ENSMUSG00000015711,PRUNE,Prune1,12.0
ENSG00000143418,ENSMUSG00000015714,CERS2,Cers2,12.0
ENSG00000171487,ENSMUSG00000015721,NLRP5,Nlrp5,11.0
ENSG00000198898,ENSMUSG00000015733,CAPZA2,Capza2,12.0
ENSG00000023902,ENSMUSG00000015745,PLEKHO1,Plekho1,11.0
ENSG00000136631,ENSMUSG00000015747,VPS45,Vps45,9.0
ENSG00000117360,ENSMUSG00000015748,PRPF3,Prpf3,12.0
ENSG00000143401,ENSMUSG00000015749,ANP32E,Anp32e,8.0
ENSG00000117362,ENSMUSG00000015750,APH1A,Aph1a,12.0
ENSG00000055208,ENSMUSG00000015755,TAB2,Tab2,7.0
ENSG00000131013,ENSMUSG00000015757,PPIL4,Ppil4,12.0
ENSG00000100528,ENSMUSG00000015759,CNIH1,Cnih1,10.0
ENSG00000151491,ENSMUSG00000015766,EPS8,Eps8,10.0
ENSG00000148297,ENSMUSG00000015776,MED22,Med22,10.0
ENSG00000175164,ENSMUSG00000015787,ABO,Abo,9.0
ENSG00000148290,ENSMUSG00000015790,SURF1,Surf1,10.0
ENSG00000118579,ENSMUSG00000015804,MED28,Med28,11.0
ENSG00000151552,ENSMUSG00000015806,QDPR,Qdpr,12.0
ENSG00000147437,ENSMUSG00000015812,GNRH1,Gnrh1,12.0
ENSG00000116147,ENSMUSG00000015829,TNR,Tnr,10.0
ENSG00000161011,ENSMUSG00000015837,SQSTM1,Sqstm1,12.0
ENSG00000116044,ENSMUSG00000015839,NFE2L2,Nfe2l2,11.0
ENSG00000143171,ENSMUSG00000015843,RXRG,Rxrg,12.0
ENSG00000186350,ENSMUSG00000015846,RXRA,Rxra,11.0
ENSG00000143382,ENSMUSG00000015850,ADAMTSL4,Adamtsl4,12.0
ENSG00000132704,ENSMUSG00000015852,FCRL2,Fcrls,3.0
ENSG00000073754,ENSMUSG00000015854,CD5L,Cd5l,11.0
ENSG00000161542,ENSMUSG00000015869,PRPSAP1,Prpsap1,11.0
ENSG00000047662,ENSMUSG00000015879,FAM184B,Fam184b,11.0
ENSG00000109805,ENSMUSG00000015880,NCAPG,Ncapg,11.0
ENSG00000178177,ENSMUSG00000015882,LCORL,Lcorl,12.0
ENSG00000111144,ENSMUSG00000015889,LTA4H,Lta4h,11.0
ENSG00000139344,ENSMUSG00000015890,AMDHD1,Amdhd1,11.0
ENSG00000125868,ENSMUSG00000015932,DSTN,Dstn,12.0
ENSG00000113648,ENSMUSG00000015937,H2AFY,H2afy,11.0
ENSG00000196275,ENSMUSG00000015942,GTF2IRD2,Gtf2ird2,8.0
ENSG00000178096,ENSMUSG00000015943,BOLA1,Bola1,11.0
ENSG00000274070,ENSMUSG00000015944,GATSL2,Castor2,8.0
ENSG00000150337,ENSMUSG00000015947,FCGR1A,Fcgr1,11.0
ENSG00000158517,ENSMUSG00000015950,NCF1,Ncf1,10.0
ENSG00000085741,ENSMUSG00000015957,WNT11,Wnt11,12.0
ENSG00000035687,ENSMUSG00000015961,ADSS,Adss,12.0
ENSG00000173728,ENSMUSG00000015962,C1orf100,1700016C15Rik,12.0
ENSG00000056736,ENSMUSG00000015966,IL17RB,Il17rb,11.0
ENSG00000157388,ENSMUSG00000015968,CACNA1D,Cacna1d,11.0
ENSG00000016391,ENSMUSG00000015970,CHDH,Chdh,12.0
ENSG00000113812,ENSMUSG00000015971,ACTR8,Actr8,12.0
ENSG00000148814,ENSMUSG00000015980,LRRC27,Lrrc27,10.0
ENSG00000165752,ENSMUSG00000015981,STK32C,Stk32c,12.0
ENSG00000168522,ENSMUSG00000015994,FNTA,Fnta,12.0
ENSG00000039123,ENSMUSG00000016018,SKIV2L2,Mtrex,12.0
ENSG00000129988,ENSMUSG00000016024,LBP,Lbp,11.0
ENSG00000075275,ENSMUSG00000016028,CELSR1,Celsr1,10.0
ENSG00000151702,ENSMUSG00000016087,FLI1,Fli1,12.0
ENSG00000133121,ENSMUSG00000016128,STARD13,Stard13,12.0
ENSG00000009694,ENSMUSG00000016150,TENM1,Tenm1,12.0
ENSG00000008118,ENSMUSG00000016179,CAMK1G,Camk1g,12.0
ENSG00000117597,ENSMUSG00000016181,DIEXF,Utp25,10.0
ENSG00000117594,ENSMUSG00000016194,HSD11B1,Hsd11b1,12.0
ENSG00000143469,ENSMUSG00000016200,SYT14,Syt14,8.0
ENSG00000204632,ENSMUSG00000016206,HLA-G,H2-M3,5.0
ENSG00000175556,ENSMUSG00000016239,LONRF3,Lonrf3,11.0
ENSG00000124172,ENSMUSG00000016252,ATP5E,Atp5e,10.0
ENSG00000101158,ENSMUSG00000016253,NELFCD,Nelfcd,9.0
ENSG00000101162,ENSMUSG00000016255,TUBB1,Tubb1,11.0
ENSG00000101160,ENSMUSG00000016256,CTSZ,Ctsz,12.0
ENSG00000101166,ENSMUSG00000016257,SLMO2,Prelid3b,12.0
ENSG00000082497,ENSMUSG00000016262,SERTAD4,Sertad4,12.0
ENSG00000077721,ENSMUSG00000016308,UBE2A,Ube2a,12.0
ENSG00000005022,ENSMUSG00000016319,SLC25A5,Slc25a5,12.0
ENSG00000101892,ENSMUSG00000016327,ATP1B4,Atp1b4,12.0
ENSG00000125534,ENSMUSG00000016344,PPDPF,Ppdpf,12.0
