mouse_ensembl_gene,chromosome,strand,start,end,coding_start,coding_end,KO_intervals,mouse_symbol
ENSMUSG00000020354,chr11,-,46896253,47578965,46897966,47355373,"[[46897966, 47578965]]",Sgcd
ENSMUSG00000020357,chr11,+,49609263,49652739,49609770,49651080,"[[49609263, 49651080]]",Flt4
ENSMUSG00000020358,chr11,-,51600100,51606847,51601411,51606563,"[[51601411, 51606847]]",Hnrnpab
ENSMUSG00000020359,chr11,+,51584757,51604489,51584821,51602838,"[[51584757, 51602838]]",Phykpl
ENSMUSG00000020361,chr11,-,53259814,53300457,53261615,53300166,"[[53261615, 53300457]]",Hspa4
ENSMUSG00000020362,chr11,-,49671503,49712723,49675196,49702652,"[[49675196, 49712723]]",Cnot6
ENSMUSG00000020363,chr11,+,49794187,49838613,49794237,49837762,"[[49794187, 49837762]]",Gfpt2
ENSMUSG00000020364,chr11,+,51059257,51072799,51060012,51070682,"[[51059257, 51070682]]",Zfp354a
ENSMUSG00000020366,chr11,+,49846751,49886421,49854261,49883286,"[[49846751, 49883286]]",Mapk9
ENSMUSG00000020368,chr11,-,50293961,50325673,50296285,50311777,"[[50296285, 50325673]]",Canx
ENSMUSG00000020372,chr11,+,48800360,48806434,48800464,48806042,"[[48800360, 48806042]]",Rack1
ENSMUSG00000020374,chr11,+,49901835,49980994,49902654,49979516,"[[49901835, 49979516]]",Rasgef1c
ENSMUSG00000020375,chr11,-,50389286,50431125,50389818,50431105,"[[50389818, 50431125]]",Rufy1
ENSMUSG00000020376,chr11,+,50025346,50125719,50025401,50119151,"[[50025346, 50119151]]",Rnf130
ENSMUSG00000020377,chr11,-,50236469,50238616,50236472,50238435,"[[50236472, 50238616]]",Ltc4s
ENSMUSG00000020380,chr11,-,53649519,53707319,53650472,53707055,"[[53650472, 53707319]]",Rad50
ENSMUSG00000020381,chr11,+,50174849,50200115,50174886,50200015,"[[50174849, 50200015]]",Mrnip
ENSMUSG00000020383,chr11,-,53631324,53634702,53632068,53634634,"[[53632068, 53634702]]",Il13
ENSMUSG00000020385,chr11,+,51261730,51281766,51267171,51281414,"[[51261730, 51281414]]",Clk4
ENSMUSG00000020386,chr11,+,51763687,51791925,51777504,51791440,"[[51763687, 51791440]]",Sar1b
ENSMUSG00000020387,chr11,-,51813455,51857653,51816898,51849051,"[[51816898, 51857653]]",Jade2
ENSMUSG00000020388,chr11,-,54054928,54069014,54055038,54068932,"[[54055038, 54069014]]",Pdlim4
ENSMUSG00000020389,chr11,+,52004221,52089776,52004928,52084485,"[[52004221, 52084485]]",Cdkl3
ENSMUSG00000020390,chr11,-,51985497,52000762,51986685,52000336,"[[51986685, 52000762]]",Ube2b
ENSMUSG00000020392,chr11,+,51967661,51977334,51967719,51975908,"[[51967661, 51975908]]",Cdkn2aipnl
ENSMUSG00000020393,chr11,-,5191552,5261558,5194956,5261525,"[[5194956, 5261558]]",Kremen1
ENSMUSG00000020395,chr11,-,46325150,46389515,46327460,46389410,"[[46327460, 46389515]]",Itk
ENSMUSG00000020396,chr11,-,4938754,4948064,4939348,4947934,"[[4939348, 4948064]]",Nefh
ENSMUSG00000020397,chr11,+,46436925,46442721,46440580,46441278,"[[46436925, 46441278]]",Med7
ENSMUSG00000020399,chr11,+,46454935,46481255,46455001,46479443,"[[46454935, 46479443]]",Havcr2
ENSMUSG00000020400,chr11,-,54910785,54962917,54911469,54940846,"[[54911469, 54962917]]",Tnip1
ENSMUSG00000020401,chr11,+,46404730,46407982,46404803,46407865,"[[46404730, 46407865]]",Fam71b
ENSMUSG00000020402,chr11,+,52360860,52389397,52374263,52388520,"[[52360860, 52388520]]",Vdac1
ENSMUSG00000020405,chr11,-,43596049,43601540,43596115,43601511,"[[43596115, 43601540]]",Fabp6
ENSMUSG00000020407,chr11,+,9118103,9136170,9125652,9136097,"[[9118103, 9136097]]",Upp1
ENSMUSG00000020409,chr11,+,43433744,43447981,43437361,43446188,"[[43433744, 43446188]]",Slu7
ENSMUSG00000020411,chr11,-,46148155,46166508,46150149,46166276,"[[46150149, 46166508]]",Nipal4
ENSMUSG00000020412,chr11,+,4637747,4685699,4640400,4683075,"[[4637747, 4683075]]",Ascc2
ENSMUSG00000020413,chr11,-,8993137,9011191,8996853,9011110,"[[8996853, 9011191]]",Hus1
ENSMUSG00000020415,chr11,-,43420250,43426251,43420332,43425670,"[[43420332, 43426251]]",Pttg1
ENSMUSG00000020419,chr11,-,4345814,4441105,4346565,4435052,"[[4346565, 4441105]]",Hormad2
ENSMUSG00000020420,chr7,+,27857527,27880825,27862557,27879564,"[[27857527, 27879564]]",Zfp607a
ENSMUSG00000020422,chr11,-,8431652,8664681,8434497,8664664,"[[8434497, 8664681]]",Tns3
ENSMUSG00000020423,chr1,-,134075170,134079120,134077372,134079053,"[[134077372, 134079120]]",Btg2
ENSMUSG00000020424,chr11,+,4218225,4222409,4218314,4221917,"[[4218225, 4221917]]",Castor1
ENSMUSG00000020427,chr11,-,7206086,7213923,7208386,7213790,"[[7208386, 7213923]]",Igfbp3
ENSMUSG00000020428,chr11,-,42306437,42321072,42307263,42320877,"[[42307263, 42321072]]",Gabra6
ENSMUSG00000020429,chr11,+,7197782,7202546,7197959,7202014,"[[7197782, 7202014]]",Igfbp1
ENSMUSG00000020430,chr11,+,3963975,3980004,3964037,3978907,"[[3963975, 3978907]]",Pes1
ENSMUSG00000020431,chr11,+,7063489,7178506,7063600,7169712,"[[7063489, 7169712]]",Adcy1
ENSMUSG00000020432,chr11,-,3917192,3932159,3917651,3931456,"[[3917651, 3932159]]",Tcn2
ENSMUSG00000020434,chr11,-,3886088,3895098,3888163,3895087,"[[3888163, 3895098]]",4921536K21Rik
ENSMUSG00000020435,chr11,-,3703731,3863903,3705068,3863867,"[[3705068, 3863903]]",Osbp2
ENSMUSG00000020436,chr11,-,41910203,42000857,41912319,42000330,"[[41912319, 42000857]]",Gabrg2
ENSMUSG00000020437,chr11,-,6506548,6520958,6506679,6520854,"[[6506679, 6520958]]",Myo1g
ENSMUSG00000020439,chr11,-,3517523,3540612,3517680,3537373,"[[3517680, 3540612]]",Smtn
ENSMUSG00000020440,chr6,+,28423560,28426602,28423689,28426155,"[[28423560, 28426155]]",Arf5
ENSMUSG00000020441,chr11,+,59208321,59210738,59208429,59210341,"[[59208321, 59210341]]",2310033P09Rik
ENSMUSG00000020444,chr11,-,59183875,59192212,59184155,59191811,"[[59184155, 59192212]]",Guk1
ENSMUSG00000020447,chr11,-,6211013,6230143,6211461,6230123,"[[6211461, 6230143]]",Npc1l1
ENSMUSG00000020448,chr11,-,3415982,3452363,3417993,3438267,"[[3417993, 3452363]]",Rnf185
ENSMUSG00000020451,chr11,-,3344256,3409174,3345743,3409061,"[[3345743, 3409174]]",Limk2
ENSMUSG00000020453,chr11,+,3289281,3309083,3290614,3308063,"[[3289281, 3308063]]",Patz1
ENSMUSG00000020454,chr11,+,3202392,3244588,3203658,3244086,"[[3202392, 3244086]]",Eif4enif1
ENSMUSG00000020455,chr11,+,58978093,58991458,58978240,58990731,"[[58978093, 58990731]]",Trim11
ENSMUSG00000020456,chr11,+,6291633,6356642,6296978,6355671,"[[6291633, 6355671]]",Ogdh
ENSMUSG00000020457,chr11,-,3249907,3266393,3250269,3266310,"[[3250269, 3266393]]",Drg1
ENSMUSG00000020458,chr11,+,29692947,29744331,29693189,29742026,"[[29692947, 29742026]]",Rtn4
ENSMUSG00000020459,chr11,+,29526408,29545279,29529936,29545082,"[[29526408, 29545082]]",Mtif2
ENSMUSG00000020460,chr11,-,29545846,29548109,29545883,29547728,"[[29545883, 29548109]]",Rps27a
ENSMUSG00000020461,chr11,+,29547950,29578367,29553586,29578228,"[[29547950, 29578228]]",Clhc1
ENSMUSG00000020462,chr11,-,29221532,29247409,29221887,29247129,"[[29221887, 29247409]]",Cfap36
ENSMUSG00000020463,chr11,+,29172890,29220797,29173306,29218548,"[[29172890, 29218548]]",Ppp4r3b
ENSMUSG00000020464,chr11,+,29130748,29161828,29130758,29161480,"[[29130748, 29161480]]",Pnpt1
ENSMUSG00000020467,chr11,+,28853204,28926743,28854474,28926315,"[[28853204, 28926315]]",Efemp1
ENSMUSG00000020469,chr11,-,5896637,5898782,5896683,5898763,"[[5896683, 5898782]]",Myl7
ENSMUSG00000020471,chr11,-,5872180,5878292,5872261,5876932,"[[5872261, 5878292]]",Pold2
ENSMUSG00000020472,chr11,-,59485520,59506644,59487069,59503773,"[[59487069, 59506644]]",Zkscan17
ENSMUSG00000020473,chr11,+,5861947,5872088,5862152,5871846,"[[5861947, 5871846]]",Aebp1
ENSMUSG00000020474,chr11,-,5827860,5838016,5828986,5837751,"[[5828986, 5838016]]",Polm
ENSMUSG00000020475,chr11,-,5801640,5803733,5801676,5803688,"[[5801676, 5803733]]",Pgam2
ENSMUSG00000020476,chr11,+,5788488,5800962,5788560,5799996,"[[5788488, 5799996]]",Dbnl
ENSMUSG00000020477,chr11,-,5703983,5707687,5704452,5707662,"[[5704452, 5707687]]",Mrps24
ENSMUSG00000020481,chr11,+,5569684,5689337,5569927,5689334,"[[5569684, 5689334]]",Ankrd36
ENSMUSG00000020482,chr11,-,5528887,5542187,5531299,5542058,"[[5531299, 5542187]]",Ccdc117
ENSMUSG00000020483,chr11,-,87979525,87987533,87981436,87984003,"[[87981436, 87987533]]",Dynll2
ENSMUSG00000020484,chr11,+,5520659,5525893,5520995,5525239,"[[5520659, 5525239]]",Xbp1
ENSMUSG00000020485,chr11,+,87737552,87743617,87737600,87743310,"[[87737552, 87743310]]",Supt4a
ENSMUSG00000020486,chr11,+,87566653,87590539,87566802,87590372,"[[87566653, 87590372]]",Sept4
ENSMUSG00000020491,chr11,+,58867216,58883288,58868992,58881310,"[[58867216, 58881310]]",2810021J22Rik
ENSMUSG00000020492,chr11,+,87109234,87124635,87109272,87121996,"[[87109234, 87121996]]",Ska2
ENSMUSG00000020493,chr11,-,87089153,87108708,87091800,87106136,"[[87091800, 87108708]]",Prr11
ENSMUSG00000020495,chr11,-,87077732,87086774,87077956,87086753,"[[87077956, 87086774]]",Smg8
ENSMUSG00000020496,chr11,-,58932288,58938916,58934007,58938784,"[[58934007, 58938916]]",Rnf187
ENSMUSG00000020513,chr11,+,86544991,86567360,86548831,86567142,"[[86544991, 86567142]]",Tubd1
ENSMUSG00000020514,chr11,+,58171661,58179565,58171686,58179486,"[[58171661, 58179486]]",Mrpl22
ENSMUSG00000020515,chr11,+,58104153,58118594,58109650,58117585,"[[58104153, 58117585]]",Cnot8
ENSMUSG00000020516,chr11,-,86498871,86544805,86502728,86544706,"[[86502728, 86544805]]",Rps6kb1
ENSMUSG00000020519,chr11,+,57801637,57810217,57802092,57810067,"[[57801637, 57810067]]",Sap30l
ENSMUSG00000020520,chr11,+,57645442,57787514,57645559,57784725,"[[57645442, 57784725]]",Galnt10
ENSMUSG00000020521,chr11,+,86484657,86499025,86486112,86495952,"[[86484657, 86495952]]",Rnft1
ENSMUSG00000020522,chr11,+,57518664,57533815,57528016,57530241,"[[57518664, 57530241]]",Mfap3
ENSMUSG00000020523,chr11,-,57482993,57518617,57484021,57514274,"[[57484021, 57518617]]",Fam114a2
ENSMUSG00000020524,chr11,+,57011387,57330244,57012034,57327643,"[[57011387, 57327643]]",Gria1
ENSMUSG00000020525,chr11,+,85311244,85347066,85311473,85346190,"[[85311244, 85346190]]",Ppm1d
ENSMUSG00000020526,chr11,-,84910950,84916366,84911470,84916341,"[[84911470, 84916366]]",Znhit3
ENSMUSG00000020527,chr11,+,84880148,84911226,84882716,84910518,"[[84880148, 84910518]]",Myo19
ENSMUSG00000020528,chr11,-,61729650,61762088,61730147,61756313,"[[61730147, 61762088]]",Prpsap2
ENSMUSG00000020530,chr11,-,84832361,84870817,84833013,84869969,"[[84833013, 84870817]]",Ggnbp2
ENSMUSG00000020532,chr11,+,84129672,84401651,84130090,84399680,"[[84129672, 84399680]]",Acaca
ENSMUSG00000020534,chr11,-,60788104,60811265,60789147,60807023,"[[60789147, 60811265]]",Shmt1
ENSMUSG00000020536,chr11,+,60699723,60714186,60699861,60713207,"[[60699723, 60713207]]",Llgl1
ENSMUSG00000020537,chr11,+,60454591,60468754,60454680,60468147,"[[60454591, 60468147]]",Drg2
ENSMUSG00000020538,chr11,-,60199089,60220604,60199925,60220543,"[[60199925, 60220604]]",Srebf1
ENSMUSG00000020541,chr11,-,90643465,90687607,90646839,90687570,"[[90646839, 90687607]]",Tom1l1
ENSMUSG00000020542,chr11,-,65176561,65269989,65178448,65269698,"[[65178448, 65269989]]",Myocd
ENSMUSG00000020544,chr11,+,90638173,90644931,90638190,90644549,"[[90638173, 90644549]]",Cox11
ENSMUSG00000020545,chr12,-,36208345,36253395,36208539,36253312,"[[36208539, 36253395]]",Lrrc72
ENSMUSG00000020546,chr11,-,90476492,90638084,90480603,90621701,"[[90480603, 90638084]]",Stxbp4
ENSMUSG00000020547,chr12,-,36091835,36158080,36092284,36134948,"[[36092284, 36158080]]",Bzw2
ENSMUSG00000020549,chr11,+,64979038,65002069,64979111,65001864,"[[64979038, 65001864]]",Elac2
ENSMUSG00000020553,chr11,-,89982665,90002894,89984694,90002842,"[[89984694, 90002894]]",Pctp
ENSMUSG00000020561,chr12,+,33429635,33441392,33429655,33438077,"[[33429635, 33438077]]",Twistnb
ENSMUSG00000020562,chr12,+,33394854,33401267,33395090,33401226,"[[33394854, 33401226]]",Efcab10
ENSMUSG00000020564,chr12,+,33147693,33373045,33147735,33372903,"[[33147693, 33372903]]",Atxn7l1
ENSMUSG00000020566,chr12,-,17284721,17329359,17284862,17323466,"[[17284862, 17329359]]",Atp6v1c2
ENSMUSG00000020570,chr12,+,32953891,32979860,32953968,32975721,"[[32953891, 32975721]]",Sypl
ENSMUSG00000020571,chr12,+,17266545,17284770,17266618,17284003,"[[17266545, 17284003]]",Pdia6
ENSMUSG00000020572,chr12,+,32820335,32853349,32820570,32850530,"[[32820335, 32850530]]",Nampt
ENSMUSG00000020573,chr12,-,32174170,32208659,32176581,32205986,"[[32176581, 32208659]]",Pik3cg
ENSMUSG00000020576,chr12,+,13269133,13583811,13269151,13583663,"[[13269133, 13583663]]",Nbas
ENSMUSG00000020577,chr12,-,36014557,36042489,36015701,36042313,"[[36015701, 36042489]]",Tspan13
ENSMUSG00000020580,chr12,+,16894895,16987823,16895190,16984638,"[[16894895, 16984638]]",Rock2
ENSMUSG00000020581,chr12,+,35992907,36004087,35995517,36003898,"[[35992907, 36003898]]",Agr2
ENSMUSG00000020583,chr12,+,8947929,8972028,8948044,8970572,"[[8947929, 8970572]]",Matn3
ENSMUSG00000020585,chr12,+,8921664,8938742,8921959,8938188,"[[8921664, 8938188]]",Laptm4a
ENSMUSG00000020589,chr12,+,12262139,12380965,12340689,12372807,"[[12262139, 12372807]]",Fam49a
ENSMUSG00000020590,chr12,+,35047186,35147479,35047397,35144333,"[[35047186, 35144333]]",Snx13
ENSMUSG00000020591,chr12,+,16653382,16660227,16653500,16659967,"[[16653382, 16659967]]",Ntsr2
ENSMUSG00000020592,chr12,+,8771323,8793715,8771636,8791804,"[[8771323, 8791804]]",Sdc1
ENSMUSG00000020593,chr12,-,16535669,16646966,16538416,16646917,"[[16538416, 16646966]]",Lpin1
ENSMUSG00000020594,chr12,+,8674134,8752581,8698109,8749717,"[[8674134, 8749717]]",Pum2
ENSMUSG00000020598,chr12,+,44328886,44600760,44532554,44598584,"[[44328886, 44598584]]",Nrcam
ENSMUSG00000020599,chr11,-,109225355,109298129,109225629,109297994,"[[109225629, 109298129]]",Rgs9
ENSMUSG00000020601,chr12,-,15791727,15816922,15793611,15816868,"[[15793611, 15816922]]",Trib2
ENSMUSG00000020604,chr11,+,109473374,109573330,109490433,109572490,"[[109473374, 109572490]]",Arsg
ENSMUSG00000020605,chr12,+,8313432,8343824,8313466,8342084,"[[8313432, 8342084]]",Hs1bp3
ENSMUSG00000020607,chr12,-,14146830,14152054,14149849,14150724,"[[14149849, 14152054]]",Lratd1
ENSMUSG00000020608,chr12,+,11265886,11319785,11271734,11317881,"[[11265886, 11317881]]",Smc6
ENSMUSG00000020609,chr12,+,7977648,8016835,7977779,8016547,"[[7977648, 8016547]]",Apob
ENSMUSG00000020610,chr11,+,109425946,109452372,109427086,109451800,"[[109425946, 109451800]]",Amz2
ENSMUSG00000020611,chr11,+,109362831,109401369,109362974,109396483,"[[109362831, 109396483]]",Gna13
ENSMUSG00000020612,chr11,+,109649405,109669656,109653785,109667599,"[[109649405, 109667599]]",Prkar1a
ENSMUSG00000020614,chr11,-,109672926,109722256,109673303,109721715,"[[109673303, 109722256]]",Fam20a
ENSMUSG00000020620,chr11,-,109932190,109995845,109934513,109981773,"[[109934513, 109995845]]",Abca8b
ENSMUSG00000020621,chr12,+,10390772,10395562,10390840,10395152,"[[10390772, 10395152]]",Rdh14
ENSMUSG00000020622,chr12,+,10369973,10390175,10370063,10390130,"[[10369973, 10390130]]",Nt5c1b
ENSMUSG00000020623,chr11,+,110399122,110525522,110399410,110512863,"[[110399122, 110512863]]",Map2k6
ENSMUSG00000020627,chr12,-,5077472,5375682,5081154,5210216,"[[5081154, 5375682]]",Klhl29
ENSMUSG00000020628,chr12,-,28690628,28750472,28691318,28747531,"[[28691318, 28750472]]",Trappc12
ENSMUSG00000020629,chr12,+,28675231,28682175,28675253,28681082,"[[28675231, 28681082]]",Adi1
ENSMUSG00000020630,chr12,+,28649602,28659589,28649689,28659076,"[[28649602, 28659076]]",Rnaseh1
ENSMUSG00000020633,chr12,-,28437795,28552399,28438451,28552303,"[[28438451, 28552399]]",Dcdc2c
ENSMUSG00000020634,chr12,-,4879032,4907705,4880585,4902260,"[[4880585, 4907705]]",Ubxn2a
ENSMUSG00000020635,chr12,-,4833174,4841591,4833670,4841435,"[[4833670, 4841591]]",Fkbp1b
ENSMUSG00000020636,chr12,-,28553755,28582523,28553841,28573266,"[[28553841, 28582523]]",Allc
ENSMUSG00000020638,chr12,+,26469204,26479837,26469352,26478126,"[[26469204, 26478126]]",Cmpk2
ENSMUSG00000020639,chr12,+,4769022,4778813,4770153,4778205,"[[4769022, 4778205]]",Pfn4
ENSMUSG00000020640,chr12,+,4592638,4713962,4613275,4713194,"[[4592638, 4713194]]",Itsn2
ENSMUSG00000020641,chr12,-,26442746,26456452,26445409,26456419,"[[26445409, 26456452]]",Rsad2
ENSMUSG00000020642,chr12,-,26306794,26415254,26310661,26339440,"[[26310661, 26415254]]",Rnf144a
ENSMUSG00000020644,chr12,-,25093799,25097140,25095321,25096010,"[[25095321, 25097140]]",Id2
ENSMUSG00000020646,chr12,+,24830879,24964397,24830926,24959157,"[[24830879, 24959157]]",Mboat2
ENSMUSG00000020647,chr12,-,4247362,4477182,4249583,4354381,"[[4249583, 4477182]]",Ncoa1
ENSMUSG00000020648,chr12,-,31640050,31654826,31640679,31652406,"[[31640679, 31654826]]",Dus4l
ENSMUSG00000020649,chr12,+,24708241,24714146,24708347,24713229,"[[24708241, 24713229]]",Rrm2
ENSMUSG00000020650,chr12,-,31590967,31634635,31596345,31634354,"[[31596345, 31634635]]",Bcap29
ENSMUSG00000020651,chr12,-,31519827,31559969,31520347,31559323,"[[31520347, 31559969]]",Slc26a4
ENSMUSG00000020652,chr12,-,4196004,4234294,4198462,4233576,"[[4198462, 4234294]]",Cenpo
ENSMUSG00000020653,chr12,+,24651274,24662789,24651525,24660460,"[[24651274, 24660460]]",Klf11
ENSMUSG00000020654,chr12,+,4133104,4213525,4134326,4212784,"[[4133104, 4212784]]",Adcy3
ENSMUSG00000020656,chr12,+,24572283,24617391,24572439,24615929,"[[24572283, 24615929]]",Grhl1
ENSMUSG00000020657,chr12,+,4082583,4110606,4082787,4106931,"[[4082583, 4106931]]",Dnajc27
ENSMUSG00000020658,chr12,-,3962554,4038915,3966445,4038710,"[[3966445, 4038915]]",Efr3b
ENSMUSG00000020659,chr12,-,31484829,31499616,31487282,31499535,"[[31487282, 31499616]]",Cbll1
ENSMUSG00000020660,chr12,+,3954951,3960642,3958129,3960465,"[[3954951, 3960465]]",Pomc
ENSMUSG00000020661,chr12,+,3806527,3914443,3835198,3908262,"[[3806527, 3908262]]",Dnmt3a
ENSMUSG00000020664,chr12,-,31331277,31351453,31332180,31351339,"[[31332180, 31351453]]",Dld
ENSMUSG00000020668,chr12,+,3365132,3406494,3365981,3402882,"[[3365132, 3402882]]",Kif3c
ENSMUSG00000020669,chr12,+,30911668,30960162,30912227,30959991,"[[30911668, 30959991]]",Sh3yl1
ENSMUSG00000020671,chr12,-,3247428,3309969,3249790,3309418,"[[3249790, 3309969]]",Rab10
ENSMUSG00000020672,chr12,-,30174483,30373375,30175131,30373229,"[[30175131, 30373375]]",Sntg2
ENSMUSG00000020673,chr12,-,30054659,30132624,30055128,30131894,"[[30055128, 30132624]]",Tpo
ENSMUSG00000020674,chr12,+,29937608,30017658,29938134,30015567,"[[29937608, 30015567]]",Pxdn
ENSMUSG00000020676,chr11,+,82057823,82062955,82057967,82062308,"[[82057823, 82062308]]",Ccl11
ENSMUSG00000020677,chr11,+,83942062,83963088,83942178,83961804,"[[83942062, 83961804]]",Ddx52
ENSMUSG00000020679,chr11,+,83850063,83905819,83851049,83904928,"[[83850063, 83904928]]",Hnf1b
ENSMUSG00000020680,chr11,+,83473092,83506743,83473200,83506454,"[[83473092, 83506454]]",Taf15
ENSMUSG00000020681,chr11,+,105967945,105989964,105967982,105989031,"[[105967945, 105989031]]",Ace
ENSMUSG00000020682,chr11,-,83440768,83463071,83442554,83462858,"[[83442554, 83463071]]",Mmp28
ENSMUSG00000020684,chr11,+,83409137,83421039,83412619,83418827,"[[83409137, 83418827]]",Rasl10b
ENSMUSG00000020686,chr11,-,83421902,83429455,83421905,83429428,"[[83421905, 83429455]]",Gas2l2
ENSMUSG00000020687,chr11,-,104502745,104550483,104505601,104550389,"[[104505601, 104550483]]",Cdc27
ENSMUSG00000020689,chr11,+,104608000,104670476,104608089,104667142,"[[104608000, 104667142]]",Itgb3
ENSMUSG00000020690,chr11,+,105063592,105117537,105063592,105117391,"[[105063592, 105117391]]",Efcab3
ENSMUSG00000020691,chr11,+,105126425,105140394,105126497,105139766,"[[105126425, 105139766]]",Mettl2
ENSMUSG00000020692,chr11,-,82900768,82908411,82901041,82908356,"[[82901041, 82908411]]",Nle1
ENSMUSG00000020694,chr11,+,105178807,105283959,105184214,105281255,"[[105178807, 105281255]]",Tlk2
ENSMUSG00000020695,chr11,+,105292646,105351139,105292787,105349922,"[[105292646, 105349922]]",Mrc2
ENSMUSG00000020696,chr11,-,82802449,82871210,82806011,82845848,"[[82806011, 82871210]]",Rffl
ENSMUSG00000020697,chr11,+,82781108,82804274,82783350,82804003,"[[82781108, 82804003]]",Lig3
ENSMUSG00000020698,chr11,-,82719250,82764321,82719365,82764227,"[[82719365, 82764321]]",Cct6b
ENSMUSG00000020700,chr11,+,106084613,106155446,106084930,106154191,"[[106084613, 106154191]]",Map3k3
ENSMUSG00000020701,chr11,+,82388900,82446332,82389047,82445315,"[[82388900, 82445315]]",Tmem132e
ENSMUSG00000020702,chr11,-,82176657,82179812,82176827,82179744,"[[82176827, 82179812]]",Ccl1
ENSMUSG00000020704,chr11,-,80880169,81968457,80881060,81968184,"[[80881060, 81968457]]",Asic2
ENSMUSG00000020705,chr11,+,106216926,106249139,106224098,106248163,"[[106216926, 106248163]]",Ddx42
ENSMUSG00000020706,chr11,-,106249142,106256079,106249427,106255651,"[[106249427, 106256079]]",Ftsj3
ENSMUSG00000020707,chr11,+,80183851,80199757,80183917,80199090,"[[80183851, 80199090]]",Rnf135
