mouse_ensembl_gene,chromosome,KO_intervals,KO_ttaas
ENSMUSG00000040653,10,"[[3366057, 3463460]]",524
ENSMUSG00000040675,10,"[[3973118, 4148095]]",890
ENSMUSG00000042570,10,"[[79540298, 79555199]]",15
ENSMUSG00000042846,10,"[[63930061, 64090274]]",1085
ENSMUSG00000043259,10,"[[70440668, 70557360]]",627
ENSMUSG00000043670,10,"[[81021822, 81025662]]",2
ENSMUSG00000043822,10,"[[80341158, 80348412]]",21
ENSMUSG00000044005,10,"[[128194457, 128209441]]",66
ENSMUSG00000044025,10,"[[129498492, 129501851]]",24
ENSMUSG00000044071,10,"[[123264076, 123738912]]",3235
ENSMUSG00000044199,10,"[[81498481, 81500132]]",1
ENSMUSG00000044312,10,"[[62133090, 62134104]]",0
ENSMUSG00000044475,10,"[[60002839, 60098206]]",462
ENSMUSG00000044499,10,"[[36506814, 36833508]]",2130
ENSMUSG00000044581,10,"[[82282217, 82316582]]",164
ENSMUSG00000044617,10,"[[127739538, 127743694]]",7
ENSMUSG00000044770,10,"[[42860370, 42957741]]",427
ENSMUSG00000044897,10,"[[130030348, 130034557]]",40
ENSMUSG00000044921,10,"[[102512222, 102546063]]",299
ENSMUSG00000045111,10,"[[23984612, 23985646]]",3
ENSMUSG00000045193,10,"[[80165985, 80170995]]",18
ENSMUSG00000045518,10,"[[80494835, 80514143]]",48
ENSMUSG00000045555,10,"[[40683282, 40810717]]",718
ENSMUSG00000045591,10,"[[19356533, 19357447]]",2
ENSMUSG00000045680,10,"[[22817740, 22820174]]",14
ENSMUSG00000045867,10,"[[95175680, 95324108]]",705
ENSMUSG00000045912,10,"[[79612055, 79614025]]",1
ENSMUSG00000046031,10,"[[34126147, 34127984]]",6
ENSMUSG00000046567,10,"[[100573569, 100589395]]",92
ENSMUSG00000046807,10,"[[75550271, 75560330]]",22
ENSMUSG00000046822,10,"[[81030960, 81037426]]",18
ENSMUSG00000046841,10,"[[84527473, 84534062]]",16
ENSMUSG00000046916,10,"[[5593775, 5604698]]",60
ENSMUSG00000046922,10,"[[41070496, 41072285]]",1
ENSMUSG00000047025,10,"[[97693059, 97694685]]",1
ENSMUSG00000047129,10,"[[87058045, 87230439]]",959
ENSMUSG00000047139,10,"[[43579169, 43582762]]",22
ENSMUSG00000047146,10,"[[62812535, 62908996]]",522
ENSMUSG00000047417,10,"[[80542396, 80561560]]",38
ENSMUSG00000047492,10,"[[127350260, 127354411]]",14
ENSMUSG00000047514,10,"[[34282190, 34283417]]",2
ENSMUSG00000047626,10,"[[129521792, 129527164]]",44
ENSMUSG00000047631,10,"[[128267997, 128269956]]",7
ENSMUSG00000047638,10,"[[89454713, 89533585]]",475
ENSMUSG00000047642,10,"[[121641588, 121692482]]",259
ENSMUSG00000047648,10,"[[11281330, 11295417]]",139
ENSMUSG00000047712,10,"[[8207390, 8518825]]",1628
ENSMUSG00000048015,10,"[[130270414, 130280240]]",61
ENSMUSG00000048240,10,"[[80951624, 81014945]]",167
ENSMUSG00000048661,10,"[[120925396, 120979332]]",412
ENSMUSG00000048696,10,"[[80381010, 80387659]]",10
ENSMUSG00000048701,10,"[[70097121, 70189275]]",425
ENSMUSG00000048756,10,"[[42196504, 42276755]]",402
ENSMUSG00000049038,10,"[[85119604, 85128027]]",54
ENSMUSG00000049109,10,"[[28668360, 28863443]]",1436
ENSMUSG00000049217,10,"[[129470998, 129473626]]",24
ENSMUSG00000049420,10,"[[25992897, 26079052]]",510
ENSMUSG00000049422,10,"[[75933130, 75937591]]",24
ENSMUSG00000049573,10,"[[129318117, 129322560]]",43
ENSMUSG00000049641,10,"[[52022502, 52028008]]",30
ENSMUSG00000049764,10,"[[76032650, 76039890]]",39
ENSMUSG00000049858,10,"[[128670520, 128674073]]",8
ENSMUSG00000049872,10,"[[34092129, 34096519]]",27
ENSMUSG00000049894,10,"[[129765482, 129768433]]",25
ENSMUSG00000050108,10,"[[85960422, 86011895]]",263
ENSMUSG00000050157,10,"[[75939192, 75940611]]",2
ENSMUSG00000050473,10,"[[19848843, 19851459]]",1
ENSMUSG00000050663,10,"[[114401398, 114801364]]",2938
ENSMUSG00000050953,10,"[[56377330, 56388692]]",70
ENSMUSG00000050994,10,"[[10335941, 10472326]]",926
ENSMUSG00000051067,10,"[[80834328, 80844039]]",21
ENSMUSG00000051190,10,"[[78846954, 78852166]]",35
ENSMUSG00000051236,10,"[[120784071, 120899101]]",679
ENSMUSG00000051346,10,"[[128210856, 128211807]]",3
ENSMUSG00000051354,10,"[[26229707, 26271970]]",265
ENSMUSG00000051652,10,"[[77900830, 77902536]]",1
ENSMUSG00000051736,10,"[[39118920, 39133914]]",110
ENSMUSG00000052012,10,"[[129607550, 129612570]]",24
ENSMUSG00000052151,10,"[[79527135, 79533796]]",10
ENSMUSG00000052302,10,"[[121266828, 121351278]]",450
ENSMUSG00000052613,10,"[[73821867, 74646069]]",5728
ENSMUSG00000052681,10,"[[117817377, 117846035]]",236
ENSMUSG00000052798,10,"[[117750863, 117792705]]",227
ENSMUSG00000053219,10,"[[22158569, 22182088]]",103
ENSMUSG00000053329,10,"[[78162593, 78169782]]",10
ENSMUSG00000053684,10,"[[121739937, 121751116]]",50
ENSMUSG00000053825,10,"[[106470339, 106929109]]",3640
ENSMUSG00000054027,10,"[[86779005, 86834180]]",250
ENSMUSG00000054206,10,"[[79689020, 79695157]]",19
ENSMUSG00000054452,10,"[[81559494, 81565690]]",9
ENSMUSG00000054708,10,"[[81628540, 81647174]]",44
ENSMUSG00000054934,10,"[[116418241, 116473878]]",278
ENSMUSG00000055053,10,"[[81401057, 81455635]]",95
ENSMUSG00000055170,10,"[[118441046, 118445258]]",28
ENSMUSG00000055493,10,"[[11343404, 11457414]]",692
ENSMUSG00000055531,10,"[[117355941, 117380015]]",211
ENSMUSG00000055862,10,"[[80702426, 80705148]]",3
ENSMUSG00000056073,10,"[[49101111, 49788766]]",5855
ENSMUSG00000056379,10,"[[23920356, 23921401]]",3
ENSMUSG00000056758,10,"[[120364255, 120476469]]",681
ENSMUSG00000056888,10,"[[111985531, 112002621]]",104
ENSMUSG00000056912,10,"[[100590484, 100618098]]",199
ENSMUSG00000057134,10,"[[67548006, 67549068]]",0
ENSMUSG00000057337,10,"[[60185608, 60219260]]",111
ENSMUSG00000057729,10,"[[79879614, 79882973]]",11
ENSMUSG00000058297,10,"[[60106219, 60131478]]",63
ENSMUSG00000058298,10,"[[53537327, 53630439]]",611
ENSMUSG00000058396,10,"[[127749887, 127751732]]",1
ENSMUSG00000058589,10,"[[89873509, 90969911]]",7059
ENSMUSG00000058799,10,"[[111473223, 111496072]]",205
ENSMUSG00000058806,10,"[[61840078, 61979108]]",357
ENSMUSG00000059406,10,"[[80871848, 80899337]]",84
ENSMUSG00000059554,10,"[[18214127, 18234998]]",149
ENSMUSG00000059602,10,"[[86055535, 86498882]]",1855
ENSMUSG00000059762,10,"[[129079035, 129082910]]",23
ENSMUSG00000059763,10,"[[23938572, 23941580]]",15
ENSMUSG00000059862,10,"[[130179940, 130184186]]",52
ENSMUSG00000059901,10,"[[61198481, 61273438]]",202
ENSMUSG00000060002,10,"[[88453074, 88504073]]",433
ENSMUSG00000060044,10,"[[68723746, 68778854]]",317
ENSMUSG00000060181,10,"[[117736050, 117746365]]",31
ENSMUSG00000060187,10,"[[117045341, 117046244]]",1
ENSMUSG00000060487,10,"[[9628990, 9675208]]",302
ENSMUSG00000060733,10,"[[71347763, 71381815]]",152
ENSMUSG00000060843,10,"[[63430098, 65002830]]",10548
ENSMUSG00000060904,10,"[[88730858, 88743050]]",79
ENSMUSG00000060935,10,"[[85102627, 85114691]]",113
ENSMUSG00000061032,10,"[[78400797, 78413043]]",35
ENSMUSG00000061315,10,"[[128035575, 128048504]]",63
ENSMUSG00000061589,10,"[[80755206, 80793511]]",78
ENSMUSG00000061759,10,"[[4432467, 4454233]]",121
ENSMUSG00000061780,10,"[[79890853, 79892583]]",4
ENSMUSG00000061904,10,"[[91116967, 91124059]]",38
ENSMUSG00000061983,10,"[[23785214, 23787275]]",13
ENSMUSG00000062074,10,"[[39151173, 39163794]]",66
ENSMUSG00000062075,10,"[[80902862, 80918245]]",31
ENSMUSG00000062866,10,"[[13214261, 13474412]]",1533
ENSMUSG00000062981,10,"[[95480935, 95501940]]",144
ENSMUSG00000063320,10,"[[82620125, 82623228]]",4
ENSMUSG00000063334,10,"[[111972664, 111984678]]",74
ENSMUSG00000063428,10,"[[40630011, 40674601]]",204
ENSMUSG00000063457,10,"[[80292453, 80294077]]",1
ENSMUSG00000063760,10,"[[31502661, 31609184]]",774
ENSMUSG00000063804,10,"[[45381068, 45470201]]",740
ENSMUSG00000064030,10,"[[128747889, 128766087]]",133
ENSMUSG00000064065,10,"[[6890478, 7052478]]",944
ENSMUSG00000064181,10,"[[116907039, 116950769]]",264
ENSMUSG00000069516,10,"[[117278124, 117282321]]",21
ENSMUSG00000069520,10,"[[115342509, 115362501]]",132
ENSMUSG00000069539,10,"[[89640472, 89686285]]",306
ENSMUSG00000069565,10,"[[80261486, 80287708]]",74
ENSMUSG00000069581,10,"[[77686569, 77886577]]",597
ENSMUSG00000069583,10,"[[77720599, 77721014]]",0
ENSMUSG00000069601,10,"[[69398996, 70015631]]",3249
ENSMUSG00000069662,10,"[[37136111, 37138920]]",4
ENSMUSG00000069670,10,"[[31691681, 32890462]]",8248
ENSMUSG00000069706,10,"[[23970706, 23971716]]",3
ENSMUSG00000071072,10,"[[128058954, 128076083]]",126
ENSMUSG00000071185,10,"[[78611701, 78618074]]",35
ENSMUSG00000071253,10,"[[62920633, 62944468]]",130
ENSMUSG00000071317,10,"[[45335772, 45369306]]",173
ENSMUSG00000071324,10,"[[41917065, 42018436]]",500
ENSMUSG00000071340,10,"[[34037597, 34102744]]",407
ENSMUSG00000071359,10,"[[22705819, 22731938]]",183
ENSMUSG00000071369,10,"[[19934472, 20141577]]",1143
ENSMUSG00000071392,10,"[[18129025, 18210890]]",445
ENSMUSG00000073427,10,"[[82354255, 82383775]]",151
ENSMUSG00000074657,10,"[[127229781, 127263348]]",131
ENSMUSG00000074748,10,"[[112928432, 112928995]]",1
ENSMUSG00000074781,10,"[[95515145, 95542309]]",221
ENSMUSG00000074785,10,"[[94793189, 94944835]]",805
ENSMUSG00000074802,10,"[[89413166, 89443967]]",210
ENSMUSG00000075000,10,"[[67267462, 67285305]]",109
ENSMUSG00000075232,10,"[[40288945, 40302188]]",89
ENSMUSG00000075266,10,"[[30197203, 30200560]]",25
ENSMUSG00000075327,10,"[[4368483, 4388108]]",80
ENSMUSG00000075706,10,"[[80053488, 80056215]]",6
ENSMUSG00000078348,10,"[[13005343, 13008880]]",21
ENSMUSG00000078427,10,"[[128821894, 128877371]]",420
ENSMUSG00000078429,10,"[[126978717, 126996483]]",44
ENSMUSG00000078439,10,"[[81393051, 81394893]]",2
ENSMUSG00000078440,10,"[[81384428, 81388020]]",6
ENSMUSG00000078442,10,"[[78747052, 78753065]]",22
ENSMUSG00000078451,10,"[[41490439, 41514199]]",141
ENSMUSG00000078453,10,"[[18011635, 18023288]]",74
ENSMUSG00000079685,10,"[[7445554, 7473638]]",148
ENSMUSG00000080115,10,"[[127032908, 127041513]]",25
ENSMUSG00000085111,10,"[[85927681, 85928922]]",3
ENSMUSG00000087651,10,"[[83722865, 83761925]]",188
ENSMUSG00000090035,10,"[[99108159, 99110148]]",3
ENSMUSG00000090112,10,"[[11149430, 11213541]]",516
ENSMUSG00000090247,10,"[[128918124, 128924035]]",10
ENSMUSG00000090439,10,"[[60399726, 60403341]]",4
ENSMUSG00000090841,10,"[[128491008, 128493875]]",6
ENSMUSG00000091415,10,"[[41303980, 41433285]]",753
ENSMUSG00000091455,10,"[[107762313, 107912134]]",1079
ENSMUSG00000093674,10,"[[128548349, 128549305]]",6
ENSMUSG00000094311,10,"[[38820806, 38821779]]",4
ENSMUSG00000095075,10,"[[129348850, 129351506]]",28
ENSMUSG00000095817,10,"[[77770636, 77771325]]",0
ENSMUSG00000095970,10,"[[77689960, 77690757]]",0
ENSMUSG00000096054,10,"[[5022010, 5551482]]",3173
ENSMUSG00000096442,10,"[[24076500, 24077531]]",3
ENSMUSG00000096481,10,"[[77781853, 77782542]]",0
ENSMUSG00000096546,10,"[[25528234, 25536267]]",41
ENSMUSG00000098188,10,"[[59221953, 59223579]]",2
ENSMUSG00000109864,10,"[[82866626, 82867831]]",3
ENSMUSG00000112023,10,"[[51480632, 51485757]]",14
ENSMUSG00000112129,10,"[[63060713, 63076458]]",75
ENSMUSG00000113640,10,"[[80602880, 80607376]]",5
ENSMUSG00000113949,10,"[[80602880, 80614780]]",19
ENSMUSG00000000049,11,"[[108343354, 108414292]]",364
ENSMUSG00000000056,11,"[[121237253, 121252919]]",60
ENSMUSG00000000093,11,"[[85832551, 85841011]]",12
ENSMUSG00000000094,11,"[[85886422, 85914742]]",93
ENSMUSG00000000120,11,"[[95570806, 95587735]]",38
ENSMUSG00000000125,11,"[[103774150, 103812757]]",78
ENSMUSG00000000126,11,"[[59306928, 59331372]]",50
ENSMUSG00000000142,11,"[[108920349, 108949392]]",71
ENSMUSG00000000202,11,"[[114791451, 114795897]]",9
ENSMUSG00000000263,11,"[[55514816, 55608198]]",404
ENSMUSG00000000275,11,"[[88999376, 89016718]]",68
ENSMUSG00000000276,11,"[[89040735, 89066850]]",169
ENSMUSG00000000278,11,"[[88924665, 88955465]]",138
ENSMUSG00000000282,11,"[[74830920, 74843775]]",24
ENSMUSG00000000301,11,"[[59970821, 60046489]]",265
ENSMUSG00000000317,11,"[[70226030, 70229739]]",8
ENSMUSG00000000318,11,"[[70156197, 70170714]]",60
ENSMUSG00000000320,11,"[[70242388, 70255353]]",46
ENSMUSG00000000378,11,"[[6546887, 6596358]]",228
ENSMUSG00000000384,11,"[[6616616, 6626067]]",26
ENSMUSG00000000538,11,"[[60230096, 60352905]]",533
ENSMUSG00000000567,11,"[[112782224, 112785507]]",5
ENSMUSG00000000581,11,"[[17257594, 17266692]]",68
ENSMUSG00000000594,11,"[[55098115, 55109530]]",32
ENSMUSG00000000617,11,"[[50850685, 50864655]]",45
ENSMUSG00000000631,11,"[[77763246, 77864832]]",288
ENSMUSG00000000632,11,"[[77930800, 77978055]]",139
ENSMUSG00000000686,11,"[[77515121, 77538337]]",151
ENSMUSG00000000690,11,"[[96292476, 96300925]]",22
ENSMUSG00000000724,11,"[[77718758, 77725283]]",36
ENSMUSG00000000751,11,"[[75301308, 75348324]]",300
ENSMUSG00000000753,11,"[[75410137, 75422701]]",33
ENSMUSG00000000782,11,"[[52253886, 52283331]]",68
ENSMUSG00000000804,11,"[[84986413, 85140038]]",1223
ENSMUSG00000000805,11,"[[84957788, 84965802]]",27
ENSMUSG00000000861,11,"[[24078056, 24172797]]",529
ENSMUSG00000000869,11,"[[53612567, 53618669]]",15
ENSMUSG00000000976,11,"[[83753696, 83781719]]",137
ENSMUSG00000000982,11,"[[83648256, 83649355]]",3
ENSMUSG00000001027,11,"[[106319667, 106349389]]",78
ENSMUSG00000001029,11,"[[106377810, 106388075]]",24
ENSMUSG00000001034,11,"[[61489120, 61494296]]",10
ENSMUSG00000001036,11,"[[61519421, 61579687]]",279
ENSMUSG00000001039,11,"[[61505144, 61512791]]",30
ENSMUSG00000001053,11,"[[51643624, 51650842]]",11
ENSMUSG00000001054,11,"[[51624086, 51635896]]",34
ENSMUSG00000001056,11,"[[51619735, 51623214]]",8
ENSMUSG00000001095,11,"[[78397691, 78422217]]",53
ENSMUSG00000001100,11,"[[78512193, 78521905]]",34
ENSMUSG00000001103,11,"[[78503447, 78504403]]",1
ENSMUSG00000001105,11,"[[78536361, 78541439]]",22
ENSMUSG00000001123,11,"[[78963398, 78984946]]",96
ENSMUSG00000001240,11,"[[101246028, 101248064]]",2
ENSMUSG00000001313,11,"[[101468175, 101471303]]",4
ENSMUSG00000001323,11,"[[74908631, 74925948]]",104
ENSMUSG00000001440,11,"[[97163355, 97187881]]",128
ENSMUSG00000001441,11,"[[97205987, 97280638]]",560
ENSMUSG00000001444,11,"[[97098775, 97115331]]",70
ENSMUSG00000001445,11,"[[97041560, 97048332]]",28
ENSMUSG00000001493,11,"[[101878610, 101894374]]",50
ENSMUSG00000001494,11,"[[101963849, 101967015]]",7
ENSMUSG00000001506,11,"[[94936224, 94951616]]",27
ENSMUSG00000001507,11,"[[95045611, 95076801]]",98
ENSMUSG00000001508,11,"[[94963222, 94976327]]",44
ENSMUSG00000001510,11,"[[95120119, 95123753]]",6
ENSMUSG00000001552,11,"[[100372313, 100397749]]",63
ENSMUSG00000001555,11,"[[100415697, 100424070]]",29
ENSMUSG00000001558,11,"[[100441917, 100456943]]",85
ENSMUSG00000001583,11,"[[69851605, 69858730]]",20
ENSMUSG00000001588,11,"[[69881628, 69895539]]",51
ENSMUSG00000001751,11,"[[101070012, 101077442]]",22
ENSMUSG00000001755,11,"[[101082565, 101086307]]",6
ENSMUSG00000001891,11,"[[21322025, 21371201]]",390
ENSMUSG00000001901,11,"[[106008124, 106034061]]",100
ENSMUSG00000001983,11,"[[106066061, 106073298]]",33
ENSMUSG00000002052,11,"[[78207586, 78245987]]",179
ENSMUSG00000002055,11,"[[78301529, 78322196]]",104
ENSMUSG00000002057,11,"[[78358754, 78386558]]",66
ENSMUSG00000002058,11,"[[78343482, 78348640]]",9
ENSMUSG00000002059,11,"[[78188430, 78191838]]",9
ENSMUSG00000002064,11,"[[78245746, 78255135]]",63
ENSMUSG00000002129,11,"[[4160350, 4180132]]",81
ENSMUSG00000002580,11,"[[98438065, 98438991]]",2
ENSMUSG00000002699,11,"[[34046920, 34090684]]",201
ENSMUSG00000002741,11,"[[5955693, 5966041]]",30
ENSMUSG00000002812,11,"[[60714316, 60727263]]",22
ENSMUSG00000002814,11,"[[60740526, 60777365]]",211
ENSMUSG00000003119,11,"[[98203059, 98250386]]",409
ENSMUSG00000003518,11,"[[101973556, 101987013]]",50
ENSMUSG00000003581,11,"[[4135202, 4140506]]",5
ENSMUSG00000003585,11,"[[4098308, 4118831]]",50
ENSMUSG00000003934,11,"[[69555863, 69560205]]",6
ENSMUSG00000003948,11,"[[90249456, 90276860]]",124
ENSMUSG00000003949,11,"[[90340762, 90390895]]",222
ENSMUSG00000004018,11,"[[26386135, 26471357]]",643
ENSMUSG00000004040,11,"[[100888708, 100939540]]",259
ENSMUSG00000004043,11,"[[100859351, 100884057]]",56
ENSMUSG00000004044,11,"[[100958627, 100970887]]",31
ENSMUSG00000004296,11,"[[44400063, 44413233]]",83
ENSMUSG00000004393,11,"[[6259184, 6267772]]",24
ENSMUSG00000004394,11,"[[6271654, 6274870]]",12
ENSMUSG00000004668,11,"[[9191942, 9683374]]",2807
ENSMUSG00000004748,11,"[[4092230, 4095445]]",11
ENSMUSG00000004798,11,"[[61777784, 61855073]]",589
ENSMUSG00000004837,11,"[[61653265, 61671855]]",40
ENSMUSG00000005043,11,"[[119346281, 119355536]]",22
ENSMUSG00000005198,11,"[[69734413, 69758637]]",139
ENSMUSG00000005202,11,"[[69614971, 69617905]]",10
ENSMUSG00000005204,11,"[[69673529, 69682084]]",39
ENSMUSG00000005237,11,"[[69420996, 69549108]]",512
ENSMUSG00000005267,11,"[[62705474, 62731885]]",127
ENSMUSG00000005417,11,"[[59662495, 59775584]]",491
ENSMUSG00000005917,11,"[[21996243, 22002897]]",8
ENSMUSG00000005947,11,"[[73090583, 73147137]]",222
ENSMUSG00000005949,11,"[[73184921, 73199042]]",42
ENSMUSG00000005950,11,"[[73160421, 73171831]]",34
ENSMUSG00000005951,11,"[[73199460, 73223190]]",89
ENSMUSG00000005952,11,"[[73234292, 73260504]]",74
ENSMUSG00000006056,11,"[[96099917, 96111964]]",70
ENSMUSG00000006057,11,"[[96073107, 96075670]]",7
ENSMUSG00000006058,11,"[[96034885, 96047329]]",72
ENSMUSG00000006127,11,"[[75630988, 75647708]]",52
ENSMUSG00000006169,11,"[[45851964, 45909284]]",379
ENSMUSG00000006574,11,"[[102350290, 102365280]]",25
ENSMUSG00000006575,11,"[[102393403, 102402120]]",15
ENSMUSG00000006777,11,"[[99478200, 99493137]]",69
ENSMUSG00000006782,11,"[[100574904, 100580793]]",5
ENSMUSG00000006784,11,"[[100545607, 100571789]]",78
ENSMUSG00000006920,11,"[[101192942, 101226463]]",176
ENSMUSG00000006930,11,"[[100348708, 100356128]]",7
ENSMUSG00000006931,11,"[[100409125, 100414836]]",12
ENSMUSG00000007646,11,"[[87379389, 87404954]]",190
ENSMUSG00000007653,11,"[[42419757, 42626888]]",1674
ENSMUSG00000007739,11,"[[22990519, 23003148]]",116
ENSMUSG00000007850,11,"[[50376990, 50385892]]",102
ENSMUSG00000007877,11,"[[98383811, 98384542]]",0
ENSMUSG00000008855,11,"[[102195749, 102230166]]",58
ENSMUSG00000009073,11,"[[4768226, 4849536]]",460
ENSMUSG00000009075,11,"[[4738824, 4746778]]",8
ENSMUSG00000009076,11,"[[4704678, 4737458]]",149
ENSMUSG00000009079,11,"[[5070067, 5099266]]",231
ENSMUSG00000009090,11,"[[4986824, 5041789]]",208
ENSMUSG00000009185,11,"[[82115185, 82116631]]",2
ENSMUSG00000009210,11,"[[106365472, 106377153]]",28
ENSMUSG00000009350,11,"[[87793581, 87803599]]",23
ENSMUSG00000009356,11,"[[87806850, 87828289]]",74
ENSMUSG00000009588,11,"[[116765734, 116775507]]",18
ENSMUSG00000009894,11,"[[59407217, 59451186]]",158
ENSMUSG00000009900,11,"[[59249633, 59290752]]",127
ENSMUSG00000010021,11,"[[114765388, 114790258]]",52
ENSMUSG00000010025,11,"[[61224534, 61267185]]",191
ENSMUSG00000010080,11,"[[94491154, 94499974]]",7
ENSMUSG00000010086,11,"[[61449410, 61454106]]",3
ENSMUSG00000010122,11,"[[61344305, 61378345]]",130
ENSMUSG00000010142,11,"[[61126755, 61147639]]",110
ENSMUSG00000010277,11,"[[78261752, 78289980]]",146
ENSMUSG00000010342,11,"[[87405065, 87555517]]",960
ENSMUSG00000010358,11,"[[101448407, 101458389]]",42
ENSMUSG00000010362,11,"[[101627942, 101635846]]",32
ENSMUSG00000010392,11,"[[76730112, 76763579]]",223
ENSMUSG00000010554,11,"[[74770830, 74817755]]",322
ENSMUSG00000010803,11,"[[42133482, 42182930]]",444
ENSMUSG00000010841,11,"[[101984279, 101991509]]",29
ENSMUSG00000011254,11,"[[45948170, 45955494]]",37
ENSMUSG00000011256,11,"[[46055992, 46143842]]",418
ENSMUSG00000011877,11,"[[77493562, 77506605]]",22
ENSMUSG00000013415,11,"[[95963503, 96005940]]",211
ENSMUSG00000013418,11,"[[95866074, 95914891]]",223
ENSMUSG00000013483,11,"[[119307768, 119344738]]",118
ENSMUSG00000013643,11,"[[58379043, 58390378]]",56
ENSMUSG00000013646,11,"[[58330724, 58346394]]",72
ENSMUSG00000014177,11,"[[62879455, 62894145]]",76
ENSMUSG00000014195,11,"[[100583102, 100620168]]",194
ENSMUSG00000014198,11,"[[100628835, 100692455]]",209
ENSMUSG00000014243,11,"[[62267457, 62281375]]",77
ENSMUSG00000014245,11,"[[62458460, 62512999]]",321
ENSMUSG00000014349,11,"[[96050247, 96065388]]",94
ENSMUSG00000014351,11,"[[96024545, 96030713]]",20
ENSMUSG00000014606,11,"[[70644769, 70647479]]",4
ENSMUSG00000014609,11,"[[70614976, 70619216]]",5
ENSMUSG00000015542,11,"[[115183029, 115187844]]",18
ENSMUSG00000015837,11,"[[50200723, 50210827]]",26
ENSMUSG00000015869,11,"[[116471400, 116494202]]",103
ENSMUSG00000016559,11,"[[116023410, 116027962]]",24
ENSMUSG00000016940,11,"[[115420128, 115430339]]",34
ENSMUSG00000016984,11,"[[17940229, 17953875]]",116
ENSMUSG00000017119,11,"[[101552149, 101580755]]",174
ENSMUSG00000017132,11,"[[118132231, 118248592]]",453
ENSMUSG00000017146,11,"[[101489770, 101551879]]",412
ENSMUSG00000017165,11,"[[100334407, 100336896]]",8
ENSMUSG00000017167,11,"[[101176041, 101189656]]",32
ENSMUSG00000017176,11,"[[100422931, 100441808]]",60
ENSMUSG00000017188,11,"[[101278343, 101279114]]",3
ENSMUSG00000017195,11,"[[98551097, 98558301]]",49
ENSMUSG00000017204,11,"[[98664351, 98676413]]",29
ENSMUSG00000017210,11,"[[98704903, 98729435]]",73
ENSMUSG00000017221,11,"[[98682554, 98695597]]",50
ENSMUSG00000017286,11,"[[76213918, 76243725]]",169
ENSMUSG00000017288,11,"[[76046415, 76179647]]",690
ENSMUSG00000017291,11,"[[77537870, 77607815]]",696
ENSMUSG00000017309,11,"[[102041509, 102054210]]",39
ENSMUSG00000017311,11,"[[102106845, 102107832]]",0
ENSMUSG00000017314,11,"[[102059320, 102088515]]",95
ENSMUSG00000017316,11,"[[102100175, 102101319]]",2
ENSMUSG00000017344,11,"[[78499120, 78502244]]",3
ENSMUSG00000017376,11,"[[78568924, 78697373]]",940
ENSMUSG00000017386,11,"[[78159919, 78165589]]",8
ENSMUSG00000017390,11,"[[78322968, 78326351]]",5
ENSMUSG00000017400,11,"[[98037969, 98053462]]",39
ENSMUSG00000017404,11,"[[98026710, 98030391]]",25
